media_key,tmdb_id,media_type,title,original_title,overview,release_date,first_air_date,last_air_date,year,rating,vote_count,popularity,budget,revenue,runtime,number_of_seasons,number_of_episodes,episode_run_time,genres,language,origin_country,status,tv_type,networks,production_companies,adult,poster_local,trailer_youtube,trailer_embed
movie_133121,133121,movie,Обитель зла: Проклятие,バイオハザード ダムネーション,Леон Кеннеди отправляется в Восточную Европу на борьбу с монстрами — порождением корпорации Umbrella.,2012-09-25,,,2012,6.899,998,3.013,0,2325035,100,0,0,,"боевик, мультфильм, фантастика, ужасы",ja,JP,Released,,,"Digital Frontier, Capcom, Sony Pictures",False,anime_posters/movie_133121.jpg,,
movie_75624,75624,movie,Наруто: Ураганные хроники. Фильм 8 — Кровавая тюрьма,劇場版 NARUTO -ナルト- ブラッド・プリズン,"По сюжету Наруто сажают в тюрьму под названием «Кровавая тюрьма» за покушение на убийство Райкагэ и убийство нескольких синоби, и Наруто пытается доказать свою невиновность.",2011-07-30,,,2011,7.2,700,3.5154,0,9065101,108,0,0,,"триллер, мультфильм, боевик, комедия, ужасы, детектив",ja,JP,Released,,,"Aniplex, Densetsu, Pierrot, Bandai, Shueisha, TV Tokyo",False,anime_posters/movie_75624.jpg,,
movie_83389,83389,movie,Со склонов Кокурико,コクリコ坂から,"1963 год, близ Иокогамы. Отец Уми Мацудзаки — командир корабля, погиб 10 лет назад во время Корейской войны, когда та была совсем маленькой. Пока её мама в отъезде, девочке приходится вести хозяйство, в частности, не забывать каждое утро поднимать флажки — такое правило установил отец, чтобы видеть с моря, что его ждут дома.  В городке имеется школьный клуб, с разнообразными кружками по интересам. Но его хотят закрыть, тем более, что здание, в котором он базируется, уже обветшало. И вот Уми со школьными активистами должна ехать в Токио к спонсору школы, чтобы спасти дом от разрушения. На фоне общественной деятельности просыпается первая любовь.",2011-07-16,,,2011,7.525,1946,3.1956,22000000,61037844,91,0,0,,"мультфильм, драма",ja,JP,Released,,,"Studio Ghibli, Mitsubishi, Kodansha, KDDI, Hakuhodo DY Media Partners",False,anime_posters/movie_83389.jpg,,
movie_79707,79707,movie,Ловцы забытых голосов,星を追う子ども,"Девушка по имени Асуна коротает дни за прослушиванием таинственной музыки, исходящей из кристалла, который достался ей в память об отце. Девушка решает отправиться в путешествие, чтобы встретить друга, которого она давно не видела.",2011-05-07,,,2011,7.253,791,2.5643,0,0,116,0,0,,"мультфильм, приключения, фэнтези, семейный",ja,JP,Released,,,"CoMix Wave Films, Media Factory",False,anime_posters/movie_79707.jpg,https://www.youtube.com/watch?v=M9A7rMDxeZU,https://www.youtube.com/embed/M9A7rMDxeZU
movie_92321,92321,movie,"В лес, где мерцают светлячки",蛍火の杜へ,"Маленькая девочка Хотару заблудилась в заколдованном лесу, населенном привидениями. Она встречает мальчика в маске по имени Гин, но считает его лесным духом, который может растаять от одного прикосновения. С помощью нового друга Хотару выбралась из леса, но она не может забыть Гина.",2011-09-17,,,2011,8.257,1218,0.0085,0,0,45,0,0,,"мелодрама, мультфильм, фэнтези",ja,JP,Released,,,Brain's Base,False,anime_posters/movie_92321.jpg,,
movie_51739,51739,movie,Ариэтти из страны лилипутов,借りぐらしのアリエッティ,"История маленьких существ, которые живут рядом с людьми, одалживая вещи по чуть-чуть. Их существование хранится в секрете, но юная Ариэтти нарушает запрет. Её обнаруживает 14-летний Сё, и они становятся лучшими друзьями.",2010-07-16,,,2010,7.7,3185,4.9735,23000000,149660003,94,0,0,,"фэнтези, мультфильм, семейный",ja,JP,Released,,,"Studio Ghibli, Hakuhodo DY Media Partners, Mitsubishi Shoji, dentsu, TOHO, Nippon Television Network Corporation, Wild Bunch, The Walt Disney Company (Japan)",False,anime_posters/movie_51739.jpg,https://www.youtube.com/watch?v=68O4W8i-lrQ,https://www.youtube.com/embed/68O4W8i-lrQ
movie_50723,50723,movie,Наруто: Ураганные хроники. Фильм 7 — Потерянная башня,劇場版 NARUTO -ナルト- 疾風伝 ザ・ロストタワー,"На Наруто возложена миссия захватить Мукаде (Мукаде был одним из шпионов Сасори) пропавшего без вести. Наруто Узумаки отправляется к руинам долины «Оурен» и находит там Мукаде. Цель Мукаде — найти источник некой силы, что дремлет в этих руинах. Мукаде пытается воспользоваться этой силой и по не осторожности мощный луч света охватывает Наруто и отправляет его в прошлое, на 20 лет назад. Когда Наруто просыпается, он встречает четвертого Хокаге Минато Намиказе.",2010-07-31,,,2010,7.169,509,2.6004,0,16537336,85,0,0,,"приключения, боевик, мультфильм",ja,JP,Released,,,"TOHO, TV Tokyo, Shueisha, Pierrot, Aniplex, dentsu, Bandai Visual",False,anime_posters/movie_50723.jpg,,
movie_36728,36728,movie,Наруто: Ураганные хроники. Фильм 6 — Наследники воли огня,劇場版 NARUTO -ナルト- 疾風伝 火の意志を継ぐ者,"Из разных деревень начали пропадать ниндзя с модифицированным геномом. Подозрения пали на Страну Огня. По приказу Цунадэ, Какаши решил пожертвовать собой, дабы предотвратить намечающуюся войну. Специальные колокольчики Какаши, оставленные у Наруто, помогают тому вспомнить самый первый урок сэнсэя, что подталкивает Узумаки во что бы то ни стало, сражаясь и с друзьями, и с противниками, вернуть наставника «Команды №7», заставляя поверить в себя тех, кто унаследовал Волю Огня.",2009-08-01,,,2009,7.379,510,4.7298,0,8100000,95,0,0,,"боевик, приключения, комедия, драма, фэнтези, мультфильм",ja,JP,Released,,,"Pierrot, TV Tokyo, Shueisha, Aniplex, dentsu, Bandai",False,anime_posters/movie_36728.jpg,,
movie_28874,28874,movie,Летние войны,サマーウォーズ,"Одарённый старшеклассник Кэндзи Коисо принимает приглашение от девушки поехать к её семье. Если бы он только знал чем всё закончится. Сначала ему неожиданно приходится играть роль парня этой девушки перед её родственниками. Потом у него крадут аккаунт к стране Оз - виртуальной реальности, в которой не только играют и развлекаются, но и ведут вполне серьёзные дела, вроде покупки товаров и ведения бизнеса.",2009-08-01,,,2009,7.5,1037,3.1864,0,18434328,114,0,0,,"мультфильм, фантастика",ja,JP,Released,,,"Madhouse, Nippon Television Network Corporation, KADOKAWA Shoten, D.N. Dream Partners, Warner Bros. Japan, Yomiuri Telecasting Corporation, VAP, Studio Chizu",False,anime_posters/movie_28874.jpg,,
movie_71883,71883,movie,Красная черта,レッドライン,"Самая опасная и адреналиновая гонка на спортивных автомобилях во вселенной проводится раз в пять лет. И это случится сегодня. JP, гонщик-сорвиголова, занял свою позицию на старте. Гонщица Соноши, в которую тайно влюблен JP, тоже здесь в эту ночь. В этой гонке разрешено абсолютно все, а машины оборудованы современным оружием.",2009-08-14,,,2009,7.518,570,2.8519,0,0,102,0,0,,"мультфильм, боевик, фантастика",ja,JP,Released,,,"TFC, Madhouse",False,anime_posters/movie_71883.jpg,,
movie_22843,22843,movie,Евангелион 2.22: Ты (не) пройдёшь,ヱヴァンゲリヲン新劇場版：破,"Угрожающие человечеству атаки Ангелов не прекращаются, и НЕРВ вводит в действие двух новых пилотов — Аску и Мари. Но не превратит ли это положение из критического в абсолютно безнадежное? Тем временем Гендо Икари и ЗЕЕЛЕ продолжают работу над секретным проектом, в который вовлечены два первых пилота «Евангелионов» — Синдзи и Рей.",2009-06-26,,,2009,7.809,1013,2.6651,10000000,44339362,114,0,0,,"мультфильм, фантастика, боевик, драма",ja,JP,Released,,,khara,False,anime_posters/movie_22843.jpg,,
movie_12429,12429,movie,Рыбка Поньо на утёсе,崖の上のポニョ,"Маленькая любопытная рыбка Поньо — дочь колдуна и прекрасной морской богини — уплывает из дома, чтобы понаблюдать за жизнью людей. Поньо застревает в банке и оказывается выброшенной на берег. Её подбирает пятилетний Сосукэ. Малыши привязываются друг к другу, и теперь у Поньо только одно желание — стать человеком.",2008-07-19,,,2008,7.756,4832,8.2379,34000000,202404009,101,0,0,,"мультфильм, фэнтези, семейный",ja,JP,Released,,,"Studio Ghibli, TOHO, Nippon Television Network Corporation, dentsu, Hakuhodo DY Media Partners, The Walt Disney Company (Japan), Mitsubishi",False,anime_posters/movie_12429.jpg,,
movie_17581,17581,movie,Наруто: Ураганные хроники. Фильм 5 — Узы,劇場版 NARUTO -ナルト- 疾風伝 絆,"Таинственная команда ниндзя нападает на Коноху и причиняет деревне большой ущерб. Назревает повторение кошмарной войны скрытых деревень. Чудом выжившие в битве Наруто, Сакура и Хината отправляются на помощь приграничной деревне. Впереди их ждут новые битвы и неожиданные встречи. Ведь Саскэ вновь встретится со своей бывшей командой, и никому неизвестно, будут ли старые друзья биться на одной стороне или сойдутся против друг друга!",2008-08-02,,,2008,7.3,521,4.577,0,10642859,90,0,0,,"фэнтези, мультфильм, боевик",ja,JP,Released,,,Pierrot,False,anime_posters/movie_17581.jpg,,
movie_13648,13648,movie,Обитель зла: Вырождение,バイオハザード：ディジェネレーション,"Нападение зомби приносит хаос в аэропорт Харвардвиль. Клэр Рэдфилд и Леон Кеннеди, боровшиеся с корпорацией Umbrella во время трагедии в Раккун Сити 7 лет назад, вновь вернулись. Они готовы к битве с противником, который жаждет мести. Смертельный G-вирус выпущен на свободу и рождает нового монстра-мутанта.",2008-02-13,,,2008,6.8,1176,4.2262,0,403117,97,0,0,,"мультфильм, ужасы, боевик, фантастика",ja,JP,Released,,,"Capcom, Sony Pictures, Digital Frontier",False,anime_posters/movie_13648.jpg,https://www.youtube.com/watch?v=cqjv6DiwokY,https://www.youtube.com/embed/cqjv6DiwokY
movie_38142,38142,movie,5 сантиметров в секунду,秒速5センチメートル,"Что происходит, когда два человека любят друг друга, но судьба не позволяет им быть вместе? Такаки Тоно с детства был близок с Акари Синохарой, но в средней школе переезд семьи Акари в другой город вынудил их прекратить проводить время вместе и ограничиться общением по телефону и перепиской, пообещав поддерживать связь и в будущем. Однако время и жизнь порознь проложили между их сердцами расстояние, которое было куда больше, чем просто географическое…  «Пять сантиметров в секунду» — это романтическая драма, которая обращает внимание на обыденную и суровую реальность отношений на расстоянии. Застряв в прошлом, неспособные заполнить пустоту воспоминаний из детства новыми, Такаки и Акари могут лишь цепляться за надежду встретиться снова, проводя унылые будни и причиняя боль себе и окружающим в ожидании этого дня.",2007-03-03,,,2007,7.291,2168,3.9877,5000000,548192,63,0,0,,"мультфильм, мелодрама, драма",ja,JP,Released,,,CoMix Wave Films,False,anime_posters/movie_38142.jpg,https://www.youtube.com/watch?v=wKmBoUrTElI,https://www.youtube.com/embed/wKmBoUrTElI
movie_15137,15137,movie,Евангелион 1.11: Ты (не) один,ヱヴァンゲリヲン新劇場版：序,"Чтобы спасти человечество — нужно спасти человека. Синдзи Икари получает телефонный звонок от отца из штаб-квартиры НЕРВ — организации, воюющей с таинственным врагом. Последняя надежда человечества в этой войне — Евангелион, человекоподобное оружие, и почему-то именно Синдзи, замкнутому юноше, обремененному грузом психологических проблем, предстоит быть его пилотом...",2007-09-01,,,2007,7.6,1100,4.6317,7000000,20121073,101,0,0,,"мультфильм, фантастика, боевик, драма",ja,JP,Released,,,khara,False,anime_posters/movie_15137.jpg,https://www.youtube.com/watch?v=Ky_IynIw77M,https://www.youtube.com/embed/Ky_IynIw77M
movie_20982,20982,movie,Наруто: Ураганные хроники. Фильм 4,劇場版 NARUTO -ナルト- 疾風伝,"Был освобождён древний демон, и если его не запечатать обратно, он разрушит мир. Демон посылает своих приспешников, чтобы убить единственного человека, который способен его запечатать. Но до этого в Конохе узнают о демоне и высылают Наруто, Сакуру, Ли и Неджи, чтобы защитить Шион – монашку, которая может запечатать демона. Еще она может видеть будущие смерти людей, который находятся рядом с ней. Когда Наруто спасает её от демонских приспешников, она видет, что Наруто должен скоро умереть. Как же он воспримет этот факт?",2007-08-04,,,2007,7.415,1063,3.83,0,13219807,94,0,0,,"мультфильм, боевик, фэнтези",ja,JP,Released,,,"Pierrot, TV Tokyo, Aniplex, dentsu",False,anime_posters/movie_20982.jpg,,
movie_4977,4977,movie,Паприка,パプリカ,"Устройство DC Mini позволяет терапевтам проникать в сны пациентов, а также записывать их на пленку. Три таких устройства были украдены, что дает их владельцу возможность проникать не только в фантазии людей, но и в сознание и открывать им путь в собственные фантазии. Учёная пытается найти устройства, и ей на помощь приходит загадочная девушка Паприка.",2006-10-01,,,2006,7.815,2879,6.0235,2600000,946590,90,0,0,,"мультфильм, фантастика, триллер",ja,JP,Released,,,"Madhouse, Sony Pictures",False,anime_posters/movie_4977.jpg,,
movie_14069,14069,movie,"Девочка, покорившая время",時をかける少女,"17-летняя Макото Конно не слишком хорошо учится, часто опаздывает и не знает, кем хочет стать после окончания школы. По вечерам она играет с друзьями в бейсбол, каждое утро вскакивает на велосипед и торопится в школу. Но внезапно в её привычной размеренной жизни случается странное событие, после чего Макото обретает способность перемещаться во времени.",2006-07-15,,,2006,7.775,2258,4.1542,0,3478290,98,0,0,,"фэнтези, мультфильм, драма, фантастика",ja,JP,Released,,,"Madhouse, Happinet Pictures, KADOKAWA, KADOKAWA Shoten, Q-TEC, Memory-Tech, Studio Chizu",False,anime_posters/movie_14069.jpg,,
movie_37933,37933,movie,Сказания Земноморья,ゲド戦記,"Земноморье в опасности, мир волшебства на грани исчезновения. Вселенское равновесие нарушено: драконы, обитающие в западном пределе сказочной страны, неожиданно появляются на востоке во владениях людей. Верховный маг Гед отправляется на поиски первопричины беды. В пути он встречает Аррена, принца Энлада, который после убийства отца бежит из родного края, преследуемый тенью. Прибыв в столицу Земноморья Хорт-Таун, путники находят пристанище в доме Белой Дамы, бывшей жрицы-хранительницы темных Гробниц Атуана. Здесь Гед открывает Аррену тайны жизни и смерти, правды и лжи. Призывая служить истине с полной самоотдачей, он словно передает эстафету дерзновенному юноше, которому предначертана особая миссия в этом мире.",2006-07-29,,,2006,6.529,1493,3.1833,22000000,68625104,115,0,0,,"мультфильм, фэнтези, приключения",ja,JP,Released,,,"Studio Ghibli, dentsu Music and Entertainment, GNDHDDT, Hakuhodo DY Media Partners, Mitsubishi, Nibariki, Nippon Television Network Corporation, TOHO",False,anime_posters/movie_37933.jpg,,
movie_647,647,movie,Последняя фантазия 7: Дети пришествия,Final Fantasy VII: Advent Children,"Прошло два года с тех пор, как команда супербойцов под предводительством Клауда Страйфа спасла мир от кошмарного злодея Сефирота. Настал мир, и могучий Клауд удалился от дел, поселившись в сиротском приюте, чтобы среди детей забыть о кровавых битвах прошлого.Но покой герою только снится: жителей планеты начинает поражать странная болезнь-Геостигма, а в окрестностях появляется таинственный незнакомец по имени Кададж, явно замышляющий дурное. И его недобрые планы как-то связаны с беззащитными сиротами.",2005-07-14,,,2005,7.169,1257,3.521,0,0,101,0,0,,"мультфильм, боевик, приключения, фэнтези, фантастика",ja,JP,Released,,,"Square Enix, Visual Works",False,anime_posters/movie_647.jpg,https://www.youtube.com/watch?v=v3IeD8G8JWI,https://www.youtube.com/embed/v3IeD8G8JWI
movie_4935,4935,movie,Ходячий замок,ハウルの動く城,"Злая ведьма заточила 18-летнюю Софи в тело старухи. Девушка-бабушка бежит из города куда глаза глядят и встречает удивительный дом на ножках, где знакомится с могущественным волшебником Хаулом и демоном Кальцифером. Кальцифер должен служить Хаулу по договору, условия которого он не может разглашать. Девушка и демон решают помочь друг другу избавиться от злых чар.",2004-09-09,,,2004,8.387,11127,25.5226,24000000,236049757,119,0,0,,"фэнтези, мультфильм, приключения",ja,JP,Released,,,"Studio Ghibli, Tokuma Shoten, Nippon Television Network Corporation, dentsu, Walt Disney Japan, d-rights, TOHO",False,anime_posters/movie_4935.jpg,https://www.youtube.com/watch?v=JY5m8st6frE,https://www.youtube.com/embed/JY5m8st6frE
movie_12140,12140,movie,Призрак в доспехах 2: Невинность,イノセンス,"Близкое будущее, 2032 год. Техника достигла невиданного прогресса, люди делят мир с киборгами и роботами. Бато - детектив отдела полиции по борьбе с терроризмом. Он - живой киборг, оснащенный искусственными руками, ногами и прочими частями тела. Остался лишь его прежний мозг да память о ней, о Мотоко Кусанаги. Вместе с напарником Тогусой Бато расследует серию убийств роботами своих владельцев, причем все роботы относятся к экспериментальной модели секс-андроидов фирмы Locus Solus. Компания предпочла бы замять дело, отозвав роботов с рынка и договорившись с родственниками погибших. Но Бато и Тогуса - не из тех, с кем можно заключить полюбовную сделку.",2004-03-06,,,2004,7.346,986,3.4017,0,10079829,100,0,0,,"мультфильм, драма, фантастика",ja,JP,Released,,,"Bandai Visual, Production I.G, dentsu, ITNDDTD, Kodansha, Studio Ghibli",False,anime_posters/movie_12140.jpg,https://www.youtube.com/watch?v=goUbj76047A,https://www.youtube.com/embed/goUbj76047A
movie_16907,16907,movie,Наруто. Фильм 1 — Ниндзя в стране снега,劇場版 NARUTO 大活劇! 雪姫忍法帖だってばよ!!,"Фильм начинается с похода в кинотеатр Наруто, Саске и Сакуры, где они смотрели новый фильм про отважную принцессу Фуун. Наруто был настолько впечатлен фильмом, что захотел встретиться с этой прекрасной девушкой при первой же возможности. И его желание вскоре исполнилось... На съемках следующего фильма девушка проносится мимо него на лошади, спасаясь от разбойников. Наруто, не веря своему счастью, спасает ее, не понимая, что это была лишь актерская постановка.  Но по законам жанра, в реальной жизни актеры обычно оказываются совершенно другими людьми... И тут Наруто ждет большое разочарование, особенно когда он узнает, что их команде придется сопровождать актрису в страну Снега. Однако, не все так просто в этом фильме, ""лжепринцесса без чувств"" все таки окажется настоящей принцессой, за которую Наруто будет готов отдать свою жизнь.",2004-08-21,,,2004,7.283,616,3.0477,0,11141307,82,0,0,,"комедия, боевик, мультфильм, приключения",ja,JP,Released,,,"Pierrot, dentsu, Aniplex, Shueisha, TV Tokyo, TOHO, Bandai Visual",False,anime_posters/movie_16907.jpg,,
movie_12924,12924,movie,За облаками,雲のむこう、約束の場所,"После поражения во Второй мировой войне Японию разделили между союзниками: северный остров Хоккайдо аннексировал Советский Союз, а Хонсю и другими южными островами овладели американцы. Советы начали сооружать в своей зоне оккупации загадочное сооружение - башню столь исполинских размеров, что трое старшеклассников с американского Хонсю могли отчётливо видеть её контуры, возносящиеся в заоблачную высь. Друзья дали друг другу обещание, что однажды построят аэроплан и раскроют секрет гигантской башни.",2004-11-20,,,2004,6.583,557,1.9959,0,44483,91,0,0,,"мультфильм, приключения, драма, мелодрама",ja,JP,Released,,,CoMix Wave Films,False,anime_posters/movie_12924.jpg,https://www.youtube.com/watch?v=XKoMhPbE0ZE,https://www.youtube.com/embed/XKoMhPbE0ZE
movie_13398,13398,movie,Однажды в Токио,東京ゴッドファーザーズ,"Трое бездомных — алкоголик-бродяга Джин, трансвестит Хана и беглая беспризорница Миюки — живут на улицах Токио. Они уже давно позабыли, что значит иметь крышу над головой и есть три раза в день. Им уже ничего не нужно от жизни, и она проходит мимо них. Но однажды в Сочельник наша троица находит на улице потерянную новорожденную девочку, и в опустившихся бродяжках просыпаются забытые было человеческие чувства — приятели решают во что бы то ни стало найти родителей малютки.",2003-12-05,,,2003,7.924,1524,3.394,2400000,607735,92,0,0,,"мультфильм, драма, комедия",ja,JP,Released,,,"Madhouse, Sony Pictures, dentsu, GENCO",False,anime_posters/movie_13398.jpg,,
movie_15370,15370,movie,Возвращение кота,猫の恩返し,"В разгар дня на оживленной улице юная Хару храбро выхватывает из-под колес грузовика очаровательного кота. К ее великому удивлению, кот встает на задние лапки и благодарит Хару на человеческом языке. Оказывается, перед ней принц из загадочного Кошачьего царства, и теперь могущественный Кошачий царь хочет женить его на отважной спасительнице.  Вскоре он похищает Хару, которая вовсе не желает быть кошачьей принцессой, и только верные усатые и хвостатые друзья — толстый бродяга Мьюта и великолепный Барон смогут вызволить ее из кошачьего плена. Впереди их ждут неожиданные встречи и самые невероятные приключения в неведомом Царстве Кошек. Сумеет ли Хару найти дорогу домой?",2002-07-19,,,2002,7.132,2460,4.7646,0,54016370,75,0,0,,"приключения, фэнтези, мультфильм, драма, семейный",ja,JP,Released,,,"Studio Ghibli, Hakuhodo DY Media Partners, Mitsubishi, Nippon Television Network Corporation, TOHO, Tokuma Shoten",False,anime_posters/movie_15370.jpg,,
movie_33320,33320,movie,Актриса тысячелетия,千年女優,"Десятилетиями Тиёко Фудзивара была выдающейся актрисой, снимавшейся в фильмах различных жанров. Однажды к ней в высокогорную виллу приезжают продюсер и хроникер, работающий над историей жизни и карьеры Тиёко. Он принес с собой маленький старый ключик, открывший многие тайны ее воспоминаний.",2002-09-14,,,2002,7.854,1056,2.913,0,37641,87,0,0,,"мультфильм, драма, мелодрама",ja,JP,Released,,,Madhouse,False,anime_posters/movie_33320.jpg,,
movie_129,129,movie,Унесённые призраками,千と千尋の神隠し,"Тихиро с мамой и папой переезжает в новый дом. Заблудившись по дороге, они оказываются в странном пустынном городе, где их ждет великолепный пир. Родители с жадностью набрасываются на еду и к ужасу девочки превращаются в свиней, став пленниками злой колдуньи Юбабы. Теперь, оказавшись одна среди волшебных существ и загадочных видений, Тихиро должна придумать, как избавить своих родителей от чар коварной старухи.",2001-07-20,,,2001,8.5,18413,29.1847,19000000,274925095,124,0,0,,"мультфильм, семейный, фэнтези",ja,JP,Released,,,"Studio Ghibli, Tokuma Shoten, Nippon Television Network Corporation, Mitsubishi, dentsu, TFC",False,anime_posters/movie_129.jpg,https://www.youtube.com/watch?v=Wlq6vnge20U,https://www.youtube.com/embed/Wlq6vnge20U
movie_15999,15999,movie,D: Жажда крови,吸血鬼ハンターD ブラッドラスト,"Далёкое будущее. Когда-то вампиры правили миром и сейчас, почти на грани истребления, они все ещё наводят на людей ужас. Состоятельная семья похищенной вампиром девушки нанимает полувампира по имени Ди, чтобы тот вернул её живой или убил, если спасти будет слишком поздно. Чтобы увеличить шансы на спасение, они также наняли до зубов вооружённую группу охотников на вампиров.",2001-04-21,,,2001,7.695,805,4.3448,0,151086,102,0,0,,"мультфильм, фэнтези, ужасы",ja,JP,Released,,,"Madhouse, Goodhill Vision, Filmlink International, BMG Funhouse, movic, Softcapital",False,anime_posters/movie_15999.jpg,,
movie_9606,9606,movie,Метрополис,メトロポリス,"Многомиллионная армия роботов заменила людей на заводах и фабриках. Миром правят могущественные главы планетарных суперкорпораций. На этом фоне разворачивается история девочки-киборга, созданной гениальным ученым и обладающей точным сходством с умершей дочерью деспотичного правителя Метрополиса.  Ей было предназначено стать ключом к власти над всем миром. Но в один роковой день она таинственно исчезает… По ее следу пускается опытный детектив и его сын, не подозревая, что тем самым они ввязываются в величайшую битву Добра и Зла, которую только видела Земля.",2001-05-26,,,2001,7.148,561,2.1674,15000000,4035384,108,0,0,,"мультфильм, фантастика",ja,JP,Released,,,"Bandai Visual, Destination Films, TOHO, dentsu Music and Entertainment, King Records, Madhouse, KADOKAWA Shoten, Tezuka Productions, IMAGICA, STUDIO4℃, Sony Pictures Television Japan, dentsu",False,anime_posters/movie_9606.jpg,,
movie_11299,11299,movie,Ковбой Бибоп: Достучаться до небес,カウボーイビバップ 天国の扉,"Марс, 2071 год. В канун Хэллоуина, когда на Земле по улицам ходят ряженые, а дети украшают дом тыквенными головами со свечками внутри, Красную планету постигает страшная трагедия. В результате теракта с применением биохимического оружия массового поражения погибают сотни колонистов. Тот, кто совершил это злодеяние должен понести заслуженную кару, поэтому за поимку мерзавца назначается огромная премия. А там, где есть возможность одновременно заработать и совершить благое дело, всегда появляются они - знаменитые на всю Солнечную систему охотники за головами и искатели приключений Джет Блэк и Спайк Спигел с прошедшего огонь и метеоритные дожди межпланетного корабля «Бибоп». Это как раз те парни, которые могут достать мерзавца и вернуть Марсу мир и покой.",2001-09-01,,,2001,7.726,1041,2.6375,0,0,114,0,0,,"боевик, мультфильм, фантастика",ja,JP,Released,,,"TriStar Pictures, Bandai Visual, Destination Films, SUNRISE, Emotion, BONES",False,anime_posters/movie_11299.jpg,,
movie_10991,10991,movie,Покемон 3,劇場版ポケットモンスター 結晶塔の帝王 ENTEI,"На Гринфилд наложено заклятие, и теперь Эш, Пикачу и их друзья должны найти способ восстановить некогда прекрасный город. Но происходит невообразимое: маму Эша похищает могущественный покемон Энтей, которого все считали вымышленным. Эш должен отправиться ей на помощь. Ему предстоит выяснить, какие силы стоят за невероятным поворотом событий: сны маленькой девочки становятся кошмарной реальностью по воле самого неукротимого покемона — Аноуна!",2000-07-08,,,2000,6.543,691,2.1648,16000000,68452128,93,0,0,,"приключения, фэнтези, мультфильм, боевик, семейный",ja,JP,Released,,,"Nintendo, OLM, TV Tokyo, Pikachu Project 2000, Shogakukan, Media Factory, Tomy, Creatures, GAME FREAK, jeki, Shogakukan Production",False,anime_posters/movie_10991.jpg,,
tv_127532,127532,tv,Solo Leveling: Поднятие уровня в одиночку,俺だけレベルアップな件,"10 лет назад открылись врата в другой мир, где людям дозволено убивать монстров. Так появились охотники, преследующие и уничтожающие тварей. Но не каждому из них суждено повысить свой уровень и стать сильнее. Сон Джин-у был охотником низшего E-ранга, у которого не было ни единого шанса продвинуться по ранговой лестнице, пока однажды он случайно не очутился в подземелье D-ранга. Чуть не погибнув от рук чудовищ, Джин-у открывает секрет повышения уровня.",,2024-01-07,2025-03-30,2024,8.665,1790,49.8971,0,0,0,1,25,24,"мультфильм, Боевик и Приключения, НФ и Фэнтези",ja,JP,Ended,Scripted,"Gunma TV, Tokyo MX, BS11, Tochigi TV","A-1 Pictures, Aniplex, Netmarble, D&C Media, Kakao piccoma, Crunchyroll, Crunchyroll",False,anime_posters/tv_127532.jpg,,
tv_207468,207468,tv,Кайдзю № 8,怪獣８号,"Элитное военное подразделение Корпус обороны защищает мирных жителей от кайдзю, которые уже много лет появляются по всей Японии. Останки монстров убирают профессиональные уборщики, один из которых — Кафка Хибино. Парень недоволен своей работой — ещё подростком он хотел вступить в Корпус обороны, но все его попытки не увенчались успехом. Однажды у него появляется возможность осуществить свою мечту, когда в его тело проникает паразит, и Кафка получает способность превращаться в кайдзю.",,2024-04-13,2025-09-27,2024,8.448,757,32.4812,0,0,0,1,23,24,"мультфильм, Боевик и Приключения, НФ и Фэнтези",ja,JP,Returning Series,Scripted,"TV Tokyo, TV Aichi, TVQ, TV Osaka, TVh, TSC","Production I.G, TOHO, TOHO Global, Shueisha, khara",False,anime_posters/tv_207468.jpg,,
tv_240411,240411,tv,Дандадан,ダンダダン,"Старшеклассница Момо Аясэ верит в привидений. Однажды она знакомится с парнем Кэном Такакурой, который убеждён в существовании инопланетян. Они начинают спорить, пытаясь навязать друг другу свою точку зрения, и решают посетить оккультные места. Выясняется, что оба были правы.",,2024-10-04,2025-09-19,2024,8.541,866,24.2858,0,0,0,1,24,,"мультфильм, Боевик и Приключения, комедия, НФ и Фэнтези",ja,JP,Returning Series,Scripted,"MBS, TBS, CBC, Tulip Television, SBC, BSN, tys, NBC, HBC, RKK, i-Television, SBS, IBC, BSS, MRO, OBS, TUF, RSK, TUY, tbc, RKB, KUTV, RBC, UTY, RCC, MRT, ATV, MBC","Science SARU, Shueisha, MBS, dentsu, Aniplex, Shogakukan-Shueisha Productions",False,anime_posters/tv_240411.jpg,,
tv_236994,236994,tv,Драконий жемчуг Дайма,ドラゴンボールDAIMA,"В результате заговора, Гоку и его друзья становятся детьми. Чтобы все исправить, они вынуждены отправиться в новый мир!",,2024-10-11,2025-02-28,2024,8.154,593,17.5018,0,0,0,1,20,25,"мультфильм, Боевик и Приключения, комедия, НФ и Фэнтези",ja,JP,Ended,Scripted,"Fuji TV, Tokai Television Broadcasting, Kansai TV, Fukui TV, Hokkaido Cultural Broadcasting, Iwate Menkoi Television, TOS, Sendai Television, SAGA TV, Ishikawa TV, TNC, OHK, Kochi Sun Sun Broadcasting, Television Shin Hiroshima System, TV Shizuoka, UMK TV Miyazaki, NST, NBS, Sakuranbo TV, TSK, Ehime Broadcasting, KTS, Fukushima TV, NIB, KKT, AKT, Toyama Television, Okinawa Television Broadcasting",Toei Animation,False,anime_posters/tv_236994.jpg,,
