media_key,tmdb_id,media_type,title,original_title,overview,release_date,first_air_date,last_air_date,year,rating,vote_count,popularity,budget,revenue,runtime,number_of_seasons,number_of_episodes,episode_run_time,genres,language,origin_country,status,tv_type,networks,production_companies,adult,poster_local,trailer_youtube,trailer_embed
movie_1311031,1311031,movie,Истребитель демонов: Бесконечный замок,劇場版「鬼滅の刃」無限城編 第一章 猗窩座再来,"Во время подготовки к решающему сражению с демонами члены Корпуса и столпы проходят изнурительную программу — Тренировку Хашира. Но внезапно сам Музан Кибуцудзи появляется в особняке Убуяшики. Когда глава Корпуса оказывается в смертельной опасности, Танджиро и Хашира спешат на помощь, но Музан втягивает их в таинственное пространство — замок Бесконечности, логово демонов. Так начинается финальное сражение между охотниками на демонов и силами зла.",2025-07-18,,,2025,7.715,865,99.4283,20000000,733030221,155,0,0,,"мультфильм, боевик, фэнтези",ja,JP,Released,,,"ufotable, Aniplex, Shueisha",False,anime_posters/movie_1311031.jpg,,
movie_1218925,1218925,movie,Человек-бензопила. Фильм: История Резе,劇場版 チェンソーマン レゼ篇,"Молодой охотник на демонов Дэндзи, который ждал свидания со своей возлюбленной Макимой, попадает под ливень. Укрывшись от дождя, он случайно встречает девушку по имени Резе, работающую в соседнем кафе. Та добродушно ему улыбается, и разговор становится более непринужденным. После этой встречи повседневная жизнь Дэндзи начинает меняться.",2025-09-19,,,2025,8.416,938,25.7741,4100000,191400000,100,0,0,,"мультфильм, боевик, мелодрама, фэнтези",ja,JP,Released,,,MAPPA,False,anime_posters/movie_1218925.jpg,,
movie_1244492,1244492,movie,Оглянись,ルックバック,"Ученица четвёртого класса Фудзино рисует короткие комиксы для школьной газеты. Взрослые и одноклассники хвалят её талант, но однажды она встречает соперницу — одноклассницу Кёмото, которая, хоть и не посещает школу, тоже рисует для той же газеты. Поражённая уровнем мастерства Кёмото и пытаясь угнаться за ней, Фудзино бросает все силы на то, чтобы научиться лучше рисовать.",2024-06-28,,,2024,8.1,565,9.0035,0,12648664,62,0,0,,"мультфильм, драма",ja,JP,Released,,,"Studio Durian, avex pictures, Shueisha",False,anime_posters/movie_1244492.jpg,,
movie_508883,508883,movie,Мальчик и птица,君たちはどう生きるか,"Через три года после начала Тихоокеанской войны мама мальчика Махито погибла при пожаре в Токио, а ещё через год отец женился на её сестре и отправил сына в фамильное поместье в сельской местности. Глава семьи работает на оборонном заводе и редко бывает дома, поэтому мальчику приходится проводить дни с беременной мачехой и в окружении пожилой прислуги, и, кроме того, с самого первого дня его донимает подозрительная серая цапля. Однажды птица говорит Махито, что может отвести его к матери, и заманивает в загадочную башню, которую окружает множество местных легенд.",2023-07-14,,,2023,7.402,2646,16.4211,50000000,294200000,124,0,0,,"мультфильм, фэнтези, драма",ja,JP,Released,,,Studio Ghibli,False,anime_posters/movie_508883.jpg,https://www.youtube.com/watch?v=6pU47lfTge4,https://www.youtube.com/embed/6pU47lfTge4
movie_1062807,1062807,movie,Семья шпиона – Код: Белый,劇場版 SPY×FAMILY CODE: White,"Мастерский шпион с кодовым именем «Сумрак» проводит свои дни в закулисных миссиях, всё ради мечты о лучшем мире. Но однажды он получает особенно сложное новое указание от командования. Для этой миссии он обязательно должен завести фиктивную семью и начать новую жизнь! Шпионская экшен-комедия об единственной в своём роде семье!",2023-12-22,,,2023,7.156,645,4.4515,5000000,59629242,110,0,0,,"мультфильм, комедия, приключения, боевик",ja,JP,Released,,,"WIT STUDIO, CloverWorks, TOHO, Shueisha, TV Tokyo, Shogakukan-Shueisha Productions",False,anime_posters/movie_1062807.jpg,,
movie_1083862,1083862,movie,Обитель Зла: Остров Смерти,バイオハザード：デスアイランド,"Агент Министерства обороны Леон С. Кеннеди отправляется на задание по спасению доктора Антонио Тейлора от похитителей, но таинственная женщина мешает его преследованию. Тем временем агент B.S.A.A. Крис Редфилд расследует вспышку зомби в Сан-Франциско, причину которой не удаётся установить. Единственное, что объединяет жертв, это то, что все они недавно посещали остров Алькатрас. Следуя этой подсказке, Крис и его команда отправляются на остров, где их ждёт новый ужас.",2023-06-22,,,2023,7.266,1117,3.889,0,53929,87,0,0,,"боевик, мультфильм, фантастика, ужасы",ja,JP,Released,,,"Capcom, Quebico, Sony Pictures, Sammy, Robot Communications, KADOKAWA, TMS Entertainment",False,anime_posters/movie_1083862.jpg,,
movie_916224,916224,movie,"Судзумэ, закрывающая двери",すずめの戸締まり,"16-летняя Судзумэ живёт в тихом городке на острове Кюсю. Однажды по дороге в школу она встречает молодого путешественника, который спрашивает, где в окрестностях находятся развалины. Любопытство берёт верх, и девушка решает посмотреть, что же там такого интересного — пробирается на местную заброшку, находит там загадочную дверь, открывает её и вытаскивает из земли странный камень. Вскоре из открытой двери выбирается гигантская сущность и провоцирует землетрясение. Теперь Судзумэ вместе с тем самым незнакомцем, внезапно обращенным в детский стульчик, приходится отправиться в погоню за вредным говорящим котиком, чтобы закрыть открывающиеся по всей стране двери и предотвратить новые разрушения.",2022-11-11,,,2022,7.889,1749,14.8213,13000000,314992206,121,0,0,,"мультфильм, драма, приключения, фэнтези",ja,JP,Released,,,"CoMix Wave Films, Story, Lawson Entertainment, jeki, voque ting, KADOKAWA, Aniplex, TOHO",False,anime_posters/movie_916224.jpg,,
movie_610150,610150,movie,Драконий жемчуг: Супер — супергерой,ドラゴンボール超 スーパーヒーロー,"Сорок один год назад на планете Вегета, родине печально известной расы сайянских воинов, король Вегета заметил ребенка по имени Броли, чья скрытая сила превосходила силу его собственного сына. Полагая, что сила Броли однажды превзойдет силу его ребенка, Вегеты, король отправляет Броли на пустынную планету Вампа. Спустя годы на Земле Гокуу Сон и принц Вегета - считающиеся последними выжившими представителями расы Сайян - заняты тренировками на отдаленном острове. Но их спарринг прерывается, когда появление их старого врага Фризы заставляет их искать последний из исполняющих желания Шаров Дракона на замерзшем континенте. Оказавшись там, Фриза демонстрирует своих новых союзников: Парагуса и теперь чрезвычайно могущественного Броли. Легендарная битва, сотрясающая основы мира, начинается, когда Гокуу и Вегета сталкиваются с Броли, бесподобным воином, ярость которого только и ждет, чтобы его развязать.",2022-06-11,,,2022,7.888,3032,4.9287,0,86600000,100,0,0,,"мультфильм, фантастика, боевик",ja,JP,Released,,,"Toei Animation, Shueisha, Fuji Television Network, Bandai Namco Entertainment, Toei Company, Bandai, Bandai Spirits",False,anime_posters/movie_610150.jpg,,
movie_900667,900667,movie,Ван-Пис: Красный,ONE PIECE FILM RED,"Пираты Соломенной шляпы встречают певицу Уту, чей голос и песни покорили мир. Девушка готовится к первому концерту, когда вдруг выясняется, что она — дочь капитана Шанкса.",2022-08-06,,,2022,7.215,1129,4.8637,0,171315305,115,0,0,,"мультфильм, приключения, боевик, фэнтези",ja,JP,Released,,,"Toei Animation, Shueisha, Toei Company, Fuji Television Network, Bandai, Bandai Namco Entertainment, ADK Emotions, dentsu",False,anime_posters/movie_900667.jpg,https://www.youtube.com/watch?v=KfaG1ZFjJCg,https://www.youtube.com/embed/KfaG1ZFjJCg
movie_783675,783675,movie,Коронный бросок. Фильм,THE FIRST SLAM DUNK,"Ханамичи Сакураги - хулиган, у которого долгое время не ладилось с девушками. Поступив в старшую школу Сёхоку, Ханамичи заинтересовался девушкой по имени Харуко, которая любит баскетбол.",2022-12-03,,,2022,7.771,536,2.5437,0,258000000,124,0,0,,"мультфильм, комедия, драма",ja,JP,Released,,,"Toei Animation, Toei Company, DandeLion Animation Studio",False,anime_posters/movie_783675.jpg,,
movie_810693,810693,movie,Магическая битва 0. Фильм,劇場版 呪術廻戦 0,"Юту Оккоцу преследует призрак его подруги детства, которая погибла в ДТП. Однако она вовсе не та милая девушка, какой была Рика до смерти, а чудовищное и могущественное существо. Не в силах контролировать агрессивное поведение Рики, Юта бессилен остановить кровопролитие, которое следует за ее жестокой местью. Поэтому, когда его хватают маги, владеющие джиу-джицу, Юта только рад, что больше никто не пострадает. Задержавший его мастер Сатору Годзё заставляет юношу поступить в старшую школу джиу-джицу, чтобы научиться управлять Рикой и помогать людям. Однако вскоре Юта узнает, что злые духи — не самое опасное, что есть в мире.",2021-12-24,,,2021,8.104,1766,11.1218,0,195870885,105,0,0,,"мультфильм, боевик, фэнтези",ja,JP,Released,,,"MAPPA, Shueisha, Sumzap, MBS, TOHO",False,anime_posters/movie_810693.jpg,,
movie_283566,283566,movie,Евангелион: 3.0+1.01: Как-то раз,シン・エヴァンゲリオン劇場版:||,"Воздушный флот организации WILLE успешно проводит парижскую операцию: отбивается от армии беспилотных роботов, активирует гигантский уплотнительный столб, восстанавливает город и заполучает боеприпасы и запчасти «Евангелионов». А в это время потерявший волю к жизни из-за смерти Каору и чуть было не устроенного им самим Четвёртого удара Синдзи вместе с Рэй послушно следует за Аской, и вскоре троица оказывается в Третьей деревне — восстановленном поселении, где люди пытаются наладить мирную жизнь.",2021-03-08,,,2021,8.2,952,5.2188,29700000,93882453,155,0,0,,"мультфильм, боевик, фантастика, драма",ja,JP,Released,,,khara,False,anime_posters/movie_283566.jpg,https://www.youtube.com/watch?v=I8pfTA229gg,https://www.youtube.com/embed/I8pfTA229gg
movie_768744,768744,movie,Моя геройская академия. Фильм 3: Миссия мировых героев,僕のヒーローアカデミア THE MOVIE ワールド ヒーローズ ミッション,"Существуют люди, обладающие сверхъестественными способностями — причудами. Однако не все считают это благословлением. Ведь, если верить теории Судного дня, через некоторое время наступит миг, когда уже никто не сможет контролировать эти сверхъестественные силы, а значит, всё человечество вымрет. Поэтому загадочная организация Humalize во главе с Флектом Терном решает сделать всё, чтобы остановить распространение причуд. Они создают устройство, которое заставляет людей с причудами терять контроль и умирать. Тем временем Деку учится в Отеоне у самого сильного героя, когда его обвиняют в преступлении, которого он не совершал. Парень пускается в бега вместе со своим случайным попутчиком — местным жителем Родди Соулом. Теперь Роди, Деку и его одноклассники должны уничтожить устройство, запущенное Флектом, и не допустить гибели людей с причудами.",2021-08-06,,,2021,7.59,628,3.6631,0,46940541,105,0,0,,"мультфильм, боевик, приключения, фантастика",ja,JP,Released,,,"BONES, TOHO, Yomiuri Telecasting Corporation, Shueisha, Nippon Television Network Corporation, dentsu, Sony Music Entertainment (Japan), movic",False,anime_posters/movie_768744.jpg,,
movie_776305,776305,movie,Красавица и дракон,竜とそばかすの姫,"17-летняя старшеклассница Судзу воспитывается отцом и никак не может смириться с ранней смертью матери. Так как вдвоём с мамой они очень любили петь, с тех пор Судзу забросила пение, но стала писать песни. Девушка решает, что в виртуальном пространстве U, где обитает 5 миллиардов пользователей, она станет другой личностью, и создаёт полную свою противоположность — красавицу-певицу по имени Белль. В этой новой реальности девушка быстро становится популярной и обретает миллионы поклонников. Однажды её виртуальный концерт срывает загадочный пользователь в виде дракона, и Судзу решает узнать, кто же он на самом деле.",2021-07-16,,,2021,7.611,885,2.8992,0,63501160,121,0,0,,"мультфильм, фантастика, фэнтези",ja,JP,Released,,,"Studio Chizu, Nippon Television Network Corporation, dentsu, TOHO, KADOKAWA, Hakuhodo DY Media Partners, Yomiuri Telecasting Corporation, BookWalker, NTT Docomo, Lawson Entertainment, Yomiuri Shimbun Company, movic",False,anime_posters/movie_776305.jpg,https://www.youtube.com/watch?v=eHXBEBOcROY,https://www.youtube.com/embed/eHXBEBOcROY
movie_843241,843241,movie,Семь смертных грехов: Проклятые светом,劇場版 七つの大罪 光に呪われし者たち,"Прошло полгода с тех пор, как группа отважных рыцарей, олицетворяющих семь Смертных Грехов, одолели Короля Демонов, чем обеспечили мир и процветание в королевстве. Лидер воинов Мелиодас, обладающий драконьим грехом гнева, завоевал руку и сердце Элизабет Лионесс, юной наследницы престола, которой сделал предложение выйти замуж, но сначала оба отправляются в романтическое путешествие по стране. Когда над королевством нависает очередная смертельная угроза, главный герой вновь призывает на помощь своих товарищей.",2021-07-02,,,2021,7.706,514,2.6668,0,1094673,80,0,0,,"мультфильм, фэнтези",ja,JP,Released,,,Studio Deen,False,anime_posters/movie_843241.jpg,,
movie_635302,635302,movie,Истребитель демонов: Поезд «Бесконечный»,劇場版「鬼滅の刃」無限列車編,"Тандзиро с друзьями из отряда уничтожителей демонов расследует серию загадочных исчезновений внутри мчащегося поезда. Но компания ещё не знает, что в составе находится один из двенадцати Лунных демонов, и он приготовил для них ловушку.",2020-10-16,,,2020,8.216,4542,10.1806,15700000,523542183,117,0,0,,"мультфильм, боевик, фэнтези",ja,JP,Released,,,"ufotable, Aniplex, Shueisha, TOHO",False,anime_posters/movie_635302.jpg,https://www.youtube.com/watch?v=wtE-SW8YDHM,https://www.youtube.com/embed/wtE-SW8YDHM
movie_533514,533514,movie,Вайолет Эвергарден. Фильм,劇場版 ヴァイオレット・エヴァーガーデン,"Её работа — писать письма. Её имя — Вайолет Эвергарден. Прошло несколько лет, с тех пор как закончилась война, которая нанесла многим глубокие раны. Мир постепенно обретает покой, люди возвращаются к привычной жизни. Вайолет пытается научиться жить без самого важного для нее человека, но однажды она получает письмо, и в её груди вновь разгорается огонек надежды.",2020-09-18,,,2020,8.298,517,6.5134,0,20339624,140,0,0,,"мультфильм, драма, фэнтези, мелодрама",ja,JP,Released,,,"Kyoto Animation, ABC Animation, Pony Canyon, Bandai Namco Arts, Rakuonsha",False,anime_posters/movie_533514.jpg,,
movie_652837,652837,movie,Её заветное желание,ジョゼと虎と魚たち,"Жозе взяла себе имя героини романа Франсуазы Саган. Девушка прикована к инвалидному креслу и почти всё время проводит за чтением и рисованием. Знакомство и дружба со студентом Цунэо начинает менять её взгляды на жизнь, да и сам парень теперь смотрит на мир по-другому.",2020-12-25,,,2020,8.271,602,5.9763,0,0,99,0,0,,"мультфильм, драма, мелодрама",ja,JP,Released,,,"BONES, KADOKAWA, Shochiku, jeki, TOY'S FACTORY, KDDI, Movie Walker, TBS Radio",False,anime_posters/movie_652837.jpg,https://www.youtube.com/watch?v=5WsLCXp8FH0,https://www.youtube.com/embed/5WsLCXp8FH0
movie_667520,667520,movie,Для тебя я стану кошкой,泣きたい私は猫をかぶる,"Необычная девушка превращается в кошку, чтобы привлечь внимание парня. Но прежде чем она успевает это осознать, граница между человеком и животным начинает размываться.",2020-06-18,,,2020,7.868,1493,3.6523,0,0,104,0,0,,"мультфильм, драма, мелодрама, фэнтези",ja,JP,Released,,,"Studio Colorido, Fuji Television Network, Twin Engine, Fuji Creative Corporation, TOHO, KDDI, KADOKAWA, BS Fuji, Dentsu Meitetsu Communications",False,anime_posters/movie_667520.jpg,,
movie_568160,568160,movie,Дитя погоды,天気の子,"16-летний Ходака Морисима убегает из дома в Токио, где у него сразу кончаются деньги. Мало того, что без документов он не может найти работу, так ещё на улице идёт бесконечный дождь, и небо постоянно затянуто тучами. В отчаянии парень обращается к бывшему попутчику, а тот не только берёт его в свой журнал, пишущий о сверхъестественном, но и предоставляет жильё. Однажды Ходака знакомится с девушкой по имени Хина Амано, которая обладает удивительной способностью разгонять тучи и останавливать дождь.",2019-07-19,,,2019,8.0,2637,5.8143,11100000,192729404,112,0,0,,"мультфильм, драма, фэнтези, мелодрама",ja,JP,Released,,,"CoMix Wave Films, Story, TOHO, KADOKAWA, jeki, Lawson Entertainment, ""Weathering With You"" Film Partners",False,anime_posters/movie_568160.jpg,https://www.youtube.com/watch?v=HqSAQHgYyn0,https://www.youtube.com/embed/HqSAQHgYyn0
movie_592350,592350,movie,Моя геройская академия: Восхождение героев,僕のヒーローアカデミア THE MOVIE ヒーローズ：ライジング,"На очередном задании защитники преследовали грузовик с опасным преступником. Операция завершилась успешно, но в машине ребята не обнаружили ничего подозрительного. Вскоре голове отряда защитников удалось узнать о том, что существует наркотик, который может не только пробудить сверхсилу, но и отнять её у героев. Для лучших супергероев появилась нелёгкая задачка, но Мидория не собирается стоять в стороне. Волею судьбы смышлёный парень познакомился с девчонкой, которой известна секретная информация о новом наркотике. Изуку решает не только помочь новоиспечённой подруге с её проблемами, но и узнать, кто отвечает за производство загадочного наркотика. Что же ждёт напористого паренька без могущественных способностей впереди?",2019-12-20,,,2019,8.14,1287,4.0935,0,30017163,104,0,0,,"мультфильм, боевик, фэнтези, приключения",ja,JP,Released,,,"BONES, dentsu, movic, Nippon Television Network Corporation, Shueisha, Sony Music Entertainment (Japan), Yomiuri Telecasting Corporation, TOHO",False,anime_posters/movie_592350.jpg,,
movie_532067,532067,movie,Богиня благословляет этот прекрасный мир: Багровая легенда,映画 この素晴らしい世界に祝福を！紅伝説,"Родная деревня Мэгумин и Юн-юн находится под угрозой уничтожения Владыкой демонов, который направляет туда одного из своих генералов. В отчаянии Юн-юн приходит к Кадзуме и просит его о помощи. Все вместе они направляются в деревню, чтобы предотвратить её уничтожение",2019-08-30,,,2019,8.052,620,3.3792,0,5078942,90,0,0,,"мультфильм, комедия, фэнтези",ja,JP,Released,,,"J.C.STAFF, KADOKAWA, Sammy, Nippon Columbia, Sony Music Entertainment (Japan), MAGES., KADOKAWA Media House, 81 Produce, Toranoana",False,anime_posters/movie_532067.jpg,,
movie_572154,572154,movie,Этому глупому свину и не снилась девочка-зайка,青春ブタ野郎はゆめみる少女の夢を見ない,"Сакута Адзусагава — одиннадцатиклассник из Фудзисавы, города, где огромное небо сходится с бескрайним морем. После целого ряда невероятных происшествий жизнь Сакуты наконец-то вернулась в нормальное русло, и он снова проводит время со своей девушкой — актрисой Маи Сакурадзимой. Но их идиллию нарушает Сёко Макинохара — первая любовь Сакуты, которой он многим обязан. У Сёко есть секрет: она существует в двух образах, как ученица средней школы и совершенно взрослый человек. И пока взрослая Сёко нарушила гармонию между Сакутой и Маи, младшая оказалась в больнице, вновь потревожив незажившие раны Сакуты.",2019-06-15,,,2019,8.228,602,2.9538,0,0,90,0,0,,"мультфильм, мелодрама, драма, фэнтези",ja,JP,Released,,,"CloverWorks, Aniplex, ABC Animation, KADOKAWA, Tokyo MX, Nagoya Broadcasting Network, BS11, Hakuhodo DY Music & Pictures",False,anime_posters/movie_572154.jpg,,
movie_571891,571891,movie,Покемон: Мьюту наносит ответный удар – Эволюция,ミュウツーの逆襲 EVOLUTION,"Гениальный учёный работает над созданием живого оружия, используя для этого ресничку легендарного Мью. Получившееся создание он называет Мьюту. Узнав, что его планируют сделать оружием, Мьюту злится и вырывается из лаборатории. А позже начинает планировать свою месть человечеству.",2019-07-12,,,2019,6.7,566,2.8171,0,26654184,98,0,0,,"мультфильм, приключения, фэнтези, боевик, семейный",ja,JP,Released,,,"OLM, The Pokémon Company, Shogakukan, TV Tokyo, jeki, TOHO, Shogakukan-Shueisha Productions, Pikachu Project, TakaraTomy, Sprite Animation Studios",False,anime_posters/movie_571891.jpg,,
movie_568012,568012,movie,Ван-Пис 14: Паническое бегство,ONE PIECE STAMPEDE,"Великая Эра Пиратов — время, когда люди собирают команды и бороздят Гранд Лайн и Новый мир в поисках несметных сокровищ и, конечно же, того самого Ван-Писа, завещанного легендарным Королём Пиратов Гол Д. Роджером. Раз в несколько лет проходит «Фестиваль пиратов» — величайшее событие в мире, организованное пиратами и для пиратов, где собираются и устраивают дебош самые известные, самые ужасные, самые популярные пиратские команды. Команда «Соломенной Шляпы», конечно же, получает приглашение, и капитан уже отдал приказ вести корабль на место сходки. Все в радостном предвкушении необычного события. Но кто знает, кого они встретят и что их там поджидает? Какой мотив был у Буэны Фесты, когда он организовывал этот фестиваль, на котором, как оказалось, для Луффи припасена особая роль?",2019-01-03,,,2019,7.772,650,1.8931,0,81562741,101,0,0,,"мультфильм, боевик, приключения, фэнтези",ja,JP,Released,,,"Toei Animation, Toei Company, Shueisha, Bandai, Bandai Namco Entertainment",False,anime_posters/movie_568012.jpg,,
movie_504253,504253,movie,Хочу съесть твою поджелудочную железу,君の膵臓をたべたい,"Ученик старших классов узнает, что у его одноклассницы серьезное заболевание поджелудочной железы. Он старается проводить с девушкой больше времени, и ребята становятся очень близки.",2018-09-01,,,2018,8.227,1788,4.9849,0,33748006,109,0,0,,"мультфильм, драма, мелодрама",ja,JP,Released,,,"ABC Animation, Aniplex, jeki, Futabasha, Studio VOLN, Tohan, The Asahi Shimbun",False,anime_posters/movie_504253.jpg,,
movie_476292,476292,movie,Укрась прощальное утро цветами обещания,さよならの朝に約束の花をかざろう,"Красавица Макия — из рода бессмертных. На протяжении веков многие армии пытались захватить её народ, чтобы завладеть секретом вечной жизни. И вот теперь, когда город разрушен, девушка прячется в лесу. Здесь она встречает потерявшего родителей маленького мальчика Эриала и начинает о нём заботиться. Проходят годы, мальчик превращается в прекрасного юношу, и у беглецов возникают чувства друг к другу. Но Макия понимает, что Эриал — простой человек, а значит, он смертен.",2018-02-24,,,2018,8.146,705,3.6137,0,4345395,115,0,0,,"мультфильм, драма, фэнтези",ja,JP,Released,,,"P.A.WORKS, Bandai Visual, Hakuhodo DY Music & Pictures, Lantis, Cygames, Rakuonsha",False,anime_posters/movie_476292.jpg,https://www.youtube.com/watch?v=t7OcXpcRP3g,https://www.youtube.com/embed/t7OcXpcRP3g
movie_505262,505262,movie,Моя геройская академия: Два героя,僕のヒーローアカデミア THE MOVIE ～2人の英雄～,"Идзуку и Всемогущий прилетают на остров, где проходит выставка I-Expo. Там они встречают старого друга Всемогущего Дэвида Шилда и его дочь Мелиссу. Вместе с другими учениками класса А-1 они отдыхают и развлекаются, а тем временем на острове появляется группа злодеев, с которой и придется сразиться ученикам геройской академии.",2018-08-03,,,2018,7.885,1116,3.9817,12000000,27507549,96,0,0,,"мультфильм, боевик, приключения, фэнтези",ja,JP,Released,,,"BONES, Yomiuri Telecasting Corporation, Shueisha, Nippon Television Network Corporation, dentsu, Sony Music Entertainment (Japan), movic, TOHO",False,anime_posters/movie_505262.jpg,,
movie_485942,485942,movie,Бэтмен-ниндзя,ニンジャバットマン,"Горилла Гродд, заклятый противник Бэтмена, создаёт машину перемещения во времени и с её помощью закидывает Тёмного Рыцаря, включая некоторых его союзников и многих злейших врагов, во времена феодальной Японии. Там его враги принимают на себя роли феодальных вассалов с Джокером во главе угла. Привычные высокотехнологичные гаджеты Бэтмена становятся здесь бесполезны, поэтому ему придётся полагаться лишь на свой ум и союзников, включая Женщину-кошку и увеличившуюся бэт-семью Брюса, чтобы восстановить в этих землях порядок и вернуться в родной современный Готэм.",2018-03-24,,,2018,5.9,1073,2.7363,0,0,85,0,0,,"мультфильм, боевик, фантастика",ja,US,Released,,,"Kamikaze Douga, DC Entertainment, Warner Bros. Japan, YAMATOWORKS, Warner Bros. Animation",False,anime_posters/movie_485942.jpg,,
movie_475215,475215,movie,Мирай из будущего,未来のミライ,"Четырёхлетний Кун наслаждается беззаботным детством, пока на свет не появляется его маленькая сестра Мирай. Так как младенец забирает всё внимание мамы и папы, мальчик очень ревнует родителей к сестрёнке и часто прячется на заднем дворе, где растёт волшебное семейное дерево. Внезапно Кун оказывается в фантастическом мире, где переплетаются настоящее, прошлое и будущее. Одного за другим он встречает родственников из разных времен: маму — маленькой девочкой, прадедушку — сильным юношей, а свою младшую сестру — подростком. Благодаря этим невероятным приключениям Кун открывает для себя новый мир.",2018-07-20,,,2018,7.15,860,2.2638,0,29863754,98,0,0,,"мультфильм, семейный, фэнтези, приключения, драма",ja,JP,Released,,,"Studio Chizu, D.N. Dream Partners, NTT Docomo, Nippon Television Network Corporation, KADOKAWA",False,anime_posters/movie_475215.jpg,https://www.youtube.com/watch?v=wCL1Xnezvtk,https://www.youtube.com/embed/wCL1Xnezvtk
movie_503314,503314,movie,Драконий жемчуг: Супер (Броли),ドラゴンボール超 ブロリー,"Тема этого замечательного нового фильма будет «Сайян», самая сильная раса во вселенной. Начиная с «Битвы богов», Гокуу претерпел новые формы от Бога Супер Сайяна до Супер Сайяна Блу в других эволюционированных формах, которые выросли против многих непобедимых воинов из нескольких вселенных. Эта новая история будет сфокусирована на происхождении силы сайян и что значит быть Сайаном.",2018-12-14,,,2018,7.934,3169,1.6981,1000000,125002821,100,0,0,,"боевик, фантастика, мультфильм",ja,JP,Released,,,"Toei Company, Shueisha, Fuji Television Network, Toei Animation, Bandai, Bandai Namco Entertainment",False,anime_posters/movie_503314.jpg,,
movie_507569,507569,movie,Семь смертных грехов: Узники небес,劇場版 七つの大罪 天空の囚われ人,"В лесу, погруженном в туманную пелену, усердно хочет скрыться от преследования юноша. Он вступает на святую землю, когда оказывается на территории замка. Главный герой произносит заклинание, после чего стены раздвигаются прямо перед ошарашенными преследователями. В недалеком прошлом очаровательная девушка собирала компоненты для приготовления праздничных блюд ко дню рождения монарха. Элизабет помогают приятели, принадлежащие к клану фей, гигантов и людей. Разношерстная компания совместно думает, как найти небесную рыбу, ставшую героиней старинных легенд. Отчаянный капитан приступает к созданию яблочного пирога.",2018-08-18,,,2018,7.531,1081,0.6188,0,3914227,99,0,0,,"боевик, приключения, фэнтези, мультфильм",ja,JP,Released,,,"A-1 Pictures, Aniplex, Kodansha, Toei Company, MBS, dentsu, Sammy, movic",False,anime_posters/movie_507569.jpg,,
movie_400136,400136,movie,Обитель Зла: Вендетта,バイオハザード ヴェンデッタ,Специалист B.S.A.A. Крис Редфилд помогает правительственному агенту Леону С. Кеннеди и профессору Ребекке Чемберс из Института биотехнологий. Троице придётся противостоять безумному учёному Эриасу и его армии ходячих мертвецов.,2017-05-27,,,2017,6.9,1087,3.6888,0,256320,97,0,0,,"боевик, мультфильм, приключения, фантастика, ужасы",ja,JP,Released,,,"Capcom, Stage 6 Films, Marza Animation Planet, KADOKAWA",False,anime_posters/movie_400136.jpg,https://www.youtube.com/watch?v=sJ_UyaB1dMA,https://www.youtube.com/embed/sJ_UyaB1dMA
movie_436931,436931,movie,Покемон: Я выбираю тебя!,劇場版 ポケットモンスター キミにきめた！,"Эш собирается посетить лабораторию профессора Оука, чтобы получить своего первого покемона. Но профессор спешит сообщить, что три стартовых покемона — Бульбазавр, Сквиртл и Чармандер — уже были выбраны другими тренерами, которые пришли раньше. Профессор предлагает Эшу оставшегося покемона электрического типа — Пикачу. Из-за упрямого характера Пикачу отказывается быть внутри покебола, но Эш с радостью принимает его и отправляется в далёкое путешествие.",2017-07-15,,,2017,7.079,679,2.6517,0,37552144,98,0,0,,"семейный, мультфильм, приключения, фэнтези",ja,JP,Released,,,"OLM, Pikachu Project, Shogakukan, Shogakukan-Shueisha Productions, TV Tokyo, The Pokémon Company, TakaraTomy, jeki, TOHO",False,anime_posters/movie_436931.jpg,,
movie_430447,430447,movie,Мэри и ведьмин цветок,メアリと魔女の花,"Если в деревне у бабушки нет твоих сверстников, только старики и старушки, любые каникулы могут превратиться в наказание. Сосланная родителями на лето в глухую деревню 10-летняя Мэри каждый день не знает, чем себя занять. Однажды девочка решает проследить за приблудным котом и случайно находит в лесу волшебный цветок. От лепестков этого «ведьмина глаза» простая кухонная метла внезапно оживает и уносит девочку далеко за облака, в самую настоящую школу колдовства и магии. Повстречав местных учителей, Мэри решает выдать себя за новенькую ученицу из могучей колдунской семьи.",2017-07-08,,,2017,7.151,913,2.6637,0,42170089,102,0,0,,"мультфильм, приключения, семейный, фэнтези",ja,JP,Released,,,STUDIO PONOC,False,anime_posters/movie_430447.jpg,https://www.youtube.com/watch?v=dzz9BIpPXH4,https://www.youtube.com/embed/dzz9BIpPXH4
