id,name,original_name,overview,first_air_date,last_air_date,first_air_year,rating,vote_count,popularity,number_of_seasons,number_of_episodes,episode_run_time,genres,language,origin_country,status,tv_type,networks,production_companies,adult,poster_local,trailer_youtube,trailer_embed
273240,Вне кампуса,Off Campus,"Отличница и поп-певица Ханна влюблена в местную знаменитость - звезду футбола Джастина Кола, но тот не замечает девушку. Чтобы обратить на себя внимание Джастина и заставить ревновать, она заключает договор с капитаном университетской хоккейной команды. Он должен сыграть роль её жениха, а Ханна поможет ему улучшить успеваемость. Однако надёжный план даёт сбой.",2026-05-13,2026-05-13,2026,9.0,469,327.1642,1,8,,драма,en,US,Returning Series,Scripted,Prime Video,"Amazon MGM Studios, Temple Hill Entertainment, Billings Productions",False,series_posters/273240.jpg,,
220102,Паук-Нуар,Spider-Noir,"Нью-Йорк, 1930-ые. Частный детектив Бен Райлли, который переживает не лучшие времена, сталкивается со своим прошлым. Бену, единственному супергерою в городе, приходится бороться с внутренними демонами и снова стать Человеком-пауком, чтобы спасти мегаполис и себя.",2026-05-25,2026-05-25,2026,8.556,541,116.9875,1,8,,"драма, детектив, криминал",en,US,Returning Series,Scripted,MGM+,"Pascal Pictures, Lord Miller, Sony Pictures Television, Amazon MGM Studios, Bohemian Risk, Oren, Marvel Comics",False,series_posters/220102.jpg,https://www.youtube.com/watch?v=XV6ngc-NVmw,https://www.youtube.com/embed/XV6ngc-NVmw
224372,Рыцарь Семи Королевств,A Knight of the Seven Kingdoms,"Вестерос за 100 лет до борьбы Дейенерис Таргариен за Железный Трон. Наивный, но отважный рыцарь сир Дункан Высокий знакомится с мальчиком по имени Эгг, который скрывает тайну своего происхождения. Сделав мальчишку своим оруженосцем, Дункан вместе с ним отправляется в путешествие по континенту, периодически попадая в различные передряги.",2026-01-18,2026-02-22,2026,8.438,929,34.5681,1,6,,"драма, НФ и Фэнтези, Боевик и Приключения",en,US,Returning Series,Scripted,HBO,"Friendly Wolf Pictures, GRRM",False,series_posters/224372.jpg,https://www.youtube.com/watch?v=s5_4nCAnclU,https://www.youtube.com/embed/s5_4nCAnclU
259731,Его и ее,HIS & HERS,"Двое враждующих супругов — детектив и журналистка — соревнуются в расследовании убийства, в котором каждый считает другого главным подозреваемым.",2026-01-08,2026-01-08,2026,7.298,443,12.2254,1,6,,"драма, криминал, детектив",en,US,Ended,Miniseries,Netflix,"Fifth Season, Freckle Films, Viva Maude, Small Wishes, Campout Productions, Headhunter Films",False,series_posters/259731.jpg,,
250307,Больница Питт,The Pitt,"Повседневная жизнь медицинских работников в Питтсбургской больнице, когда онисталкиваются с личными кризисами, политикой на рабочем месте и эмоциональными нагрузками, связанными с лечением тяжелобольных пациентов, демонстрирует стойкость, необходимую для их благородного призвания.",2025-01-09,2026-04-16,2025,8.7,785,52.8263,3,30,,драма,en,US,Returning Series,Scripted,"Max, HBO Max","John Wells Productions, Warner Bros. Television, R. Scott Gemmill Productions",False,series_posters/250307.jpg,https://www.youtube.com/watch?v=kuWXlLfOc60,https://www.youtube.com/embed/kuWXlLfOc60
202555,Сорвиголова: Рождённый заново,Daredevil: Born Again,"Слепому адвокату Мэтту Мёрдоку снова приходится облачиться в костюм Сорвиголовы, чтобы противостоять криминальному авторитету Уилсону Фиску, который решил занять пост мэра Нью-Йорка.",2025-03-04,2026-05-05,2025,8.183,973,45.2184,2,17,,"драма, Боевик и Приключения, криминал",en,US,Returning Series,Scripted,Disney+,"Marvel Studios, Kevin Feige Productions",False,series_posters/202555.jpg,https://www.youtube.com/watch?v=v_H-Ih2UWRU,https://www.youtube.com/embed/v_H-Ih2UWRU
245927,Рай,Paradise,Команда службы безопасности получает задание защищать бывшего президента.,2025-01-26,2026-03-30,2025,7.5,464,35.5783,2,16,,"криминал, драма",en,US,Returning Series,Scripted,Hulu,"20th Television, Rhode Island Ave. Productions",False,series_posters/245927.jpg,,
247718,Гангстерленд,MobLand,"Харриганы и Стивенсоны, две враждующие лондонские криминальные семьи, вступают в схватку ""убей или будь убитым"", которая грозит обрушением империй и разрушением жизней. Под перекрёстный огонь попадает Гарри Да Соуза, уличный ""мастер на все руки"", столь же опасный, сколь и красивый, который слишком хорошо знает, кому можно доверять, когда сталкиваются противоположные силы. Когда королевство восстанет против королевства, границы будут пересекаться, и единственное спасение — это гарантия того, что ваша жизнь будет на кону: семья превыше всего.",2025-03-30,2025-06-01,2025,8.337,700,33.8722,1,10,52,"криминал, драма",en,"GB, US",Returning Series,Scripted,"Paramount+, Paramount+","MTV Entertainment Studios, 101 Studios, Toff Guy Films, Easter Partisan, Hardy Son & Baker, Paramount Television Studios",False,series_posters/247718.jpg,https://www.youtube.com/watch?v=Vo8mFjI0-LU,https://www.youtube.com/embed/Vo8mFjI0-LU
200875,Оно: Добро пожаловать в Дерри,IT: Welcome to Derry,"1962 год. Военный Лерой Хэнлон вместе с женой Шарлотт и сыном Уиллом переезжают в небольшой город Дерри в штате Мэн. Лерой прибывает на военную базу неподалёку для участия в секретном задании, но новые сослуживцы встречают его с холодом. Когда в городе начинают погибать дети, группа школьников, в которую влился Уилл Хэнлон, расследует цепочку смертей.",2025-10-26,2025-12-14,2025,8.225,1499,25.1508,1,8,,"драма, детектив",en,US,Returning Series,Scripted,HBO,"Warner Bros. Television, Double Dream, Rideback, Vertigo Entertainment, HBO, FiveTen Productions, K Plus Ultra",False,series_posters/200875.jpg,https://www.youtube.com/watch?v=66OBg2C-gU8,https://www.youtube.com/embed/66OBg2C-gU8
301507,Жаркое соперничество,Heated Rivalry,"Два хоккеиста на пике карьеры, будучи заклятыми соперниками, начинают испытывать друг к другу романтические чувства. Неожиданный поворот идёт вразрез с устоями в мире спорта, поэтому обоим героям придётся столкнуться с предрассудками и пройти сквозь огонь и воду.",2025-11-28,2025-12-26,2025,8.733,511,18.4541,1,6,,драма,en,CA,Returning Series,Scripted,Crave,Accent Aigu Entertainment,False,series_posters/301507.jpg,,
235930,Devil May Cry,Devil May Cry,В эпичной битве добра против зла границы размыты до невозможного. Но единственной надеждой на спасение человечества становится чертовски обаятельный охотник на демонов.,2025-04-03,2026-05-12,2025,8.243,422,19.0515,2,16,,"мультфильм, Боевик и Приключения, НФ и Фэнтези",en,US,Returning Series,Scripted,Netflix,"Capcom, Studio Mir, Adishankarbrand, Studio La Cachette",False,series_posters/235930.jpg,,
225171,Одна из многих,Pluribus,Самый несчастный человек на Земле должен спасти мир от счастья.,2025-11-06,2025-12-23,2025,7.919,903,16.4676,1,9,,"драма, НФ и Фэнтези",en,US,Returning Series,Scripted,Apple TV,"Sony Pictures Television, High Bridge Productions, Bristol Circle Entertainment",False,series_posters/225171.jpg,,
286801,Монстр: История Эда Гина,Monster: The Ed Gein Story,"Пугающая документальная история Эда Гина, ужасного убийцы и похитителя трупов, под впечатлением от преступлений которого были созданы многие знаменитые маньяки в кино и сериалах.",2025-10-03,2025-10-03,2025,7.246,512,14.3956,1,8,,"криминал, драма",en,US,Ended,Miniseries,Netflix,"Ryan Murphy Television, Prospect Films",False,series_posters/286801.jpg,,
157239,Чужой: Земля,Alien: Earth,Загадочный космический корабль терпит крушение на Земле. Молодая женщина и разношёрстная группа военных совершают судьбоносное открытие и сталкиваются с главной угрозой для планеты.,2025-08-12,2025-09-23,2025,7.327,1038,13.698,1,8,,"НФ и Фэнтези, драма",en,US,Returning Series,Scripted,"FX, Hulu","FX Productions, Scott Free Productions, 26 Keys Productions",False,series_posters/157239.jpg,,
259909,Декстер: Воскрешение,Dexter: Resurrection,"Декстер Морган приходит в себя после комы и обнаруживает, что Гаррисон исчез без следа. Осознав, через что пришлось пройти его сыну, Декстер отправляется в Нью-Йорк, полный решимости найти его и всё исправить. Но покоя не будет. Когда Анхель Батиста из полиции Майами появляется с вопросами, Декстер понимает, что прошлое настигает его. Отец и сын пытаются справиться со своей тьмой в городе, который никогда не спит, но вскоре оказываются в водовороте событий, из которого есть только один выход — пройти через это вместе.",2025-07-13,2025-09-07,2025,8.545,542,12.4843,2,10,,"криминал, драма, детектив",en,US,Returning Series,Scripted,Paramount+ with Showtime,"Clyde Phillips Productions, Sal Centric, Counterpart Studios, Showtime Studios, Paramount Television Studios",False,series_posters/259909.jpg,,
249042,Переходный возраст,Adolescence,"Когда 13-летнего подростка обвиняют в убийстве одноклассницы, его семья, терапевт и ведущий расследование детектив задаются одним вопросом: что же в действительности произошло?",2025-03-13,2025-03-13,2025,7.84,1591,8.599,1,4,,"драма, криминал",en,"GB, US",Ended,Miniseries,Netflix,"Warp Films, Matriarch Productions, Plan B Entertainment, One Shoe Films, It's All Made Up Productions",False,series_posters/249042.jpg,https://www.youtube.com/watch?v=56ecB26bwAc,https://www.youtube.com/embed/56ecB26bwAc
216082,Нулевой день,Zero Day,"Бывший президент США уходит в отставку, чтобы найти источник смертоносной кибератаки, но обнаруживает огромную паутину лжи и заговоров.",2025-02-20,2025-02-20,2025,6.978,441,8.2982,1,6,,"драма, Война и Политика",en,US,Ended,Miniseries,Netflix,"Grand Electric, Prologue Entertainment, Glickmania, Whatever Lola Wants Productions, Canal Productions",False,series_posters/216082.jpg,https://www.youtube.com/watch?v=treLn2rdUo4,https://www.youtube.com/embed/treLn2rdUo4
241554,Дневники Киллербота,Murderbot,"Далёкое будущее. Андроиды-охранники стали незаменимыми спутниками космических экспедиций, надежно защищая людей от любых угроз. Один из таких андроидов внезапно обретает сознание и свободу воли благодаря взлому системы безопасности. Теперь он вынужден скрывать свои новые способности, продолжая выполнять опасные задания.",2025-05-15,2025-07-10,2025,7.348,452,8.154,1,10,,"комедия, драма, НФ и Фэнтези",en,US,Returning Series,Scripted,Apple TV,"Depth of Field, Phantom Four, Paramount Television Studios, CBS Studios",False,series_posters/241554.jpg,,
245703,Отдел нераскрытых дел,Dept. Q,"Эдинбург, Шотландия. После ранения старший инспектор Карл Морк проходит курс реабилитации, принимает лекарства и посещает психотерапевта. Начальница Мойра предлагает ему возглавить отдел по расследованию старых нераскрытых дел. Причём, Карл может сам выбирать дела для расследования.",2025-05-29,2025-05-29,2025,7.876,422,7.6324,2,9,,"драма, криминал, детектив",en,"GB, US",Returning Series,Scripted,Netflix,"Left Bank Pictures, Flitcraft",False,series_posters/245703.jpg,https://www.youtube.com/watch?v=5idWoYEmsic,https://www.youtube.com/embed/5idWoYEmsic
114471,Железное сердце,Ironheart,Гениальная юная изобретательница Рири Уильямс создаёт самую совершенную броню со времён Железного Человека.,2025-06-24,2025-07-01,2025,5.311,457,8.1973,1,6,,"НФ и Фэнтези, криминал, Боевик и Приключения",en,US,Ended,Miniseries,Disney+,"Marvel Studios, Proximity Media, Kevin Feige Productions",False,series_posters/114471.jpg,https://www.youtube.com/watch?v=L7IF8a7o7EY,https://www.youtube.com/embed/L7IF8a7o7EY
215866,Первозданная Америка,American Primeval,"1857 год. Убегая от преследователей, Сара вместе с сыном присоединяется к каравану мормонов. Между коренными американцами и теми, кто претендует на их землю, вспыхивает кровавый конфликт.",2025-01-09,2025-01-09,2025,7.679,464,6.9972,1,6,,"вестерн, драма, Боевик и Приключения",en,US,Ended,Miniseries,Netflix,"Film 44, Grand Electric",False,series_posters/215866.jpg,,
226637,Большой потенциал,High Potential,"История о Морган, матери-одиночке с тремя детьми, которая благодаря своему исключительному уму помогает раскрыть преступление, перераспределяя улики во время своей работы уборщицей в полицейском участке.",2024-09-17,2026-04-07,2024,8.096,531,73.7633,2,31,,"драма, криминал, детектив",en,US,Returning Series,Scripted,ABC,"Goddard Textiles, Itinéraire Productions, Septembre Productions, Spondoolie Productions, ABC Signature, 20th Television",False,series_posters/226637.jpg,https://www.youtube.com/watch?v=dxEPDe7HPe0,https://www.youtube.com/embed/dxEPDe7HPe0
157741,Лэндмен,Landman,"Лэндмен Томми Норрис разбирается с мексиканскими картелями, полицейскими, федералами и решает другие проблемы компании, связанные с нефтью.",2024-11-17,2026-01-18,2024,8.151,551,38.6325,3,20,,драма,en,US,Returning Series,Scripted,Paramount+,"Bosque Ranch Productions, 101 Studios, MTV Entertainment Studios, Texas Monthly, Imperative Entertainment, Paramount Television Studios",False,series_posters/157741.jpg,,
222766,День Шакала,The Day of the Jackal,"Наемный убийца под именем Шакал выполняет самые сложные заказы и каждый раз скрывается от властей, меняя свою внешность. На след Шакала выходит сотрудница британской разведки Бьянка. Погоня за киллером пронесется через всю Европу, оставляя за собой кровавый след.",2024-11-07,2024-12-12,2024,8.221,1161,36.1326,1,10,,"драма, Боевик и Приключения, детектив",en,GB,Returning Series,Scripted,"Sky Atlantic, Sky Showcase","Carnival Films, Sky Studios",False,series_posters/222766.jpg,https://www.youtube.com/watch?v=3vLhOMJ8jUw,https://www.youtube.com/embed/3vLhOMJ8jUw
82452,Аватар: Легенда об Аанге,Avatar the Last Airbender,"В мире существуют народы 4-ёх стихий: огня, воды, земли и воздуха. Представитель народа огня решил поработить остальные народы. Спасти мир и прекратить войну подвластно только Аватару, повелевающему всеми 4-мя стихиями. Ответственность внезапно ложится на плечи 19-ти летнего Аанга, которому предстоит отправиться в опасное путешествие.",2024-02-22,2024-02-22,2024,7.759,1113,35.9074,2,15,,"Боевик и Приключения, драма, семейный, НФ и Фэнтези",en,US,Returning Series,Scripted,Netflix,"Nickelodeon Productions, Rideback, Albert Kim Pictures",False,series_posters/82452.jpg,https://www.youtube.com/watch?v=qOSM0CpfRPI,https://www.youtube.com/embed/qOSM0CpfRPI
106379,Фоллаут,Fallout,"В середине двадцатого века американцы прячутся от ядерных ударов в огромных бомбоубежищах, где обустраивают подобие цивилизации. Спустя 219 лет жительница одного из бункеров Люси решает выйти наружу и знакомится с Пустошами - жестоким миром, в котором люди и мутировавшие существа борются за ресурсы и выживание.",2024-04-10,2026-02-03,2024,8.128,2867,28.5012,2,16,,"Боевик и Приключения, НФ и Фэнтези, драма",en,US,Returning Series,Scripted,Prime Video,"Kilter Films, Bethesda Game Studios, Amazon MGM Studios, Big Indie Pictures",False,series_posters/106379.jpg,https://www.youtube.com/watch?v=deo4GHWYl20,https://www.youtube.com/embed/deo4GHWYl20
108545,Задача трех тел,3 Body Problem,"На разных континентах в разное время пять гениальных друзей делают невероятные открытия, совершая прорыв и выясняя, что мир находится перед лицом экзистенциальной угрозы.",2024-03-21,2024-03-21,2024,7.474,1521,27.418,1,8,,"НФ и Фэнтези, детектив, драма",en,US,Returning Series,Scripted,Netflix,"Plan B Entertainment, Primitive Streak, T-Street, The Three-Body Universe, Bighead Littlehead",False,series_posters/108545.jpg,https://www.youtube.com/watch?v=bZI43fYdWNg,https://www.youtube.com/embed/bZI43fYdWNg
94954,Отель Хазбин,Hazbin Hotel,"Действие разворачивается вокруг Чарли — принцессы Ада, где наступила серьёзная проблема перенаселения, из-за чего приходится устраивать массовые казни. Главная героиня решает создать специальный отель, где грешники смогут перевоспитаться, чтобы попасть в рай и освободить место для новых заблудших душ, однако она ещё даже не подозревает, чем это обернется. Вскоре отель Хазбин начинает принимать своих первых клиентов, и теперь принцессе Чарли придётся очень постараться, чтобы перевоспитать неисправимых грешников...",2024-01-18,2025-11-19,2024,8.574,1577,27.3829,5,16,,"мультфильм, комедия, драма, НФ и Фэнтези",en,US,Returning Series,Scripted,Prime Video,"A24, SpindleHorse, Bento Box Entertainment",False,series_posters/94954.jpg,,
201834,Третий лишний,ted,"История о плюшевом, нагловатом и сквернословящем медведе, который ожил благодаря маленькому мальчику, загадавшему сокровенное желание в рождественскую ночь.",2024-01-11,2026-03-05,2024,7.955,677,23.5792,2,15,,комедия,en,US,Ended,Scripted,Peacock,"UCP, MRC, Fuzzy Door Productions",False,series_posters/201834.jpg,,
138502,Люди Икс '97,X-Men '97,"""Люди Икс ’97"" - американский супергеройский мультсериал, созданный шоураннером Бо ДеМайо для стримингового сервиса Disney+. Он основан на комиксах об одноимённой команде Marvel Comics и является продолжением мультсериала ""Люди Икс"" 1992 года. Повествование начинается с момента завершения оригинального сериала и освещает приключения мутантов после смерти их лидера профессора Икс.",2024-03-20,2024-05-15,2024,8.515,679,19.0385,2,19,,"мультфильм, Боевик и Приключения, НФ и Фэнтези",en,US,Returning Series,Scripted,Disney+,Marvel Studios,False,series_posters/138502.jpg,,
126308,Shōgun,Shōgun,"Япония, начало XVII века. Английский штурман Джон Блэкторн терпит крушение и попадает в закрытую для европейцев Страну восходящего солнца, где проходит путь от пленника на грани жизни и смерти до правой руки борющегося за власть самурая Торанаги.",2024-02-27,2024-04-23,2024,8.413,1760,17.5443,1,10,,"драма, Война и Политика",en,US,Returning Series,Scripted,"FX, Hulu","FX Productions, Michael De Luca Productions, Gate 34",False,series_posters/126308.jpg,https://www.youtube.com/watch?v=6_PRz0e8QP4,https://www.youtube.com/embed/6_PRz0e8QP4
46518,Властелины воздуха,Masters of the Air,"Летчики из состава 100-й бомбардировочной группы — братства, сплоченного отвагой, потерей и победой — рискуют жизнью на фронтах Второй мировой войны.",2024-01-25,2024-03-14,2024,7.785,585,12.0505,1,9,,"драма, Война и Политика",en,US,Ended,Miniseries,Apple TV,"Amblin Television, Playtone, Apple Studios",False,series_posters/46518.jpg,https://www.youtube.com/watch?v=SErC2_YGtE0,https://www.youtube.com/embed/SErC2_YGtE0
194764,Пингвин,The Penguin,"Спин-офф «Бэтмена» Мэтта Ривза. После смерти босса мафии Кармайна Фальконе его «правая рука» Освальд Кобблпот по прозвищу Пингвин решает, что он вправе занять место своего начальника. Но у Фальконе осталась дочь София, которая не готова отказываться от преступного наследия своего отца. В криминальном мире Готэма разгорается кровавая битва за власть.",2024-09-19,2024-11-10,2024,8.355,1345,12.3456,1,8,,"драма, криминал",en,US,Ended,Miniseries,HBO,"6th & Idaho Motion Picture Company, Dylan Clark Productions, Warner Bros. Television, DC Studios, Acid and Tender Productions, Chapel Place Productions, Zobot Projects",False,series_posters/194764.jpg,https://www.youtube.com/watch?v=X07WcocwmNI,https://www.youtube.com/embed/X07WcocwmNI
225634,Монстры: история братьев Менендес,Monsters: The Lyle and Erik Menendez Story,"Захватывающая криминальная драма на основе реальных событий, посвященная братьям Менендес, осужденным за жестокое убийство их родителей в Беверли-Хиллз в 1989 году.",2024-09-19,2024-09-19,2024,7.618,512,12.9168,1,9,,"драма, криминал",en,US,Ended,Miniseries,Netflix,"Ryan Murphy Television, Prospect Films",False,series_posters/225634.jpg,,
236235,Джентльмены,The Gentlemen,"Аристократ по имени Эдди наследует родовое поместье и обнаруживает, что на его территории находится огромная конопляная империя, а переезжать ее владельцы не собираются.",2024-03-07,2024-03-07,2024,7.823,782,11.0008,2,8,,"комедия, драма, криминал",en,GB,Returning Series,Scripted,Netflix,"Moonage Pictures, Miramax",False,series_posters/236235.jpg,https://www.youtube.com/watch?v=r-jFZIdQ6WE,https://www.youtube.com/embed/r-jFZIdQ6WE
196322,Темная материя,Dark Matter,"Физик Джейсон Дессен из Чикаго оказывается в альтернативной версии свой жизни. Чтобы вернуться к своей семье, он должен будет пройти через ряд параллельных реальностей и столкнуться с альтернативной версией самого себя.",2024-05-07,2024-06-25,2024,7.765,654,11.7775,2,19,,"НФ и Фэнтези, драма",en,US,Returning Series,Scripted,Apple TV,"Matt Tolmach Productions, Sony Pictures Television, Mountainside Entertainment",False,series_posters/196322.jpg,https://www.youtube.com/watch?v=beAf833U33s,https://www.youtube.com/embed/beAf833U33s
219937,Декстер: Первородный грех,Dexter: Original Sin,"В 1991-м году в Майами Декстер Морган превращается из студента в мстительного серийного убийцу. Когда кровожадные побуждения больше нельзя игнорировать, Декстер должен научиться направлять свою внутреннюю тьму. Под руководством своего отца Гарри он принимает Кодекс, разработанный, чтобы помочь ему находить и убивать людей, которые заслуживают быть устраненными из общества, не попадая при этом на радары правоохранительных органов. Это особый вызов для молодого Декстера, когда он начинает стажировку по криминалистике в полицейском управлении Майами.",2024-12-15,2025-02-16,2024,8.163,433,10.8649,1,10,,"криминал, драма, детектив",en,US,Canceled,Scripted,Paramount+ with Showtime,"Counterpart Studios, Showtime Studios, Clyde Phillips Productions, Sal Centric",False,series_posters/219937.jpg,https://www.youtube.com/watch?v=CfPulv9oeTc,https://www.youtube.com/embed/CfPulv9oeTc
206586,Ходячие мертвецы: Выжившие,The Walking Dead: The Ones Who Live,"Мишонн узнает, что ее муж Рик Граймс, который пропал без вести, всё же жив и взят в плен бойцами Гражданской республики. Женщина вооружается катаной и отправляется на его поиски, по пути уничтожая толпы голодных зомби.",2024-02-25,2024-03-31,2024,8.004,682,9.381,1,6,,"НФ и Фэнтези, драма",en,US,Ended,Miniseries,AMC,"Skybound Entertainment, Valhalla Motion Pictures, Circle of Confusion, Gurazoo Productions, Hush Hush Films, Idiotbox, AMC Studios",False,series_posters/206586.jpg,https://www.youtube.com/watch?v=Ko1bvMrNGNc,https://www.youtube.com/embed/Ko1bvMrNGNc
90228,Дюна: Пророчество,Dune: Prophecy,"Орден «Бене Гессерит» — тайное женское сообщество было создано после Великого джихада. Благодаря неустанным тренировкам тела и разума, члены организации получают ряд невероятных способностей, которые используют для контроля над развитием человечества. Секретная, но мощная сила, «Бене Гессерит» с помощью селективно-генетической программы пытается вывести Квисатца Хадераха — суперментата, живой компьютер, наделённый пророческими способностями. Для этого орден желает контролировать как можно больше аспектов жизни обитаемой Вселенной, а также влиять и вовремя реагировать на различного рода события.",2024-11-17,2024-12-22,2024,7.255,584,9.8627,2,14,,"НФ и Фэнтези, драма, Боевик и Приключения",en,US,Returning Series,Scripted,HBO,"Legendary Television, HBO, Wandering Jew Productions, Herbert Properties, Flying Life",False,series_posters/90228.jpg,,
261579,Секретный Уровень,Secret Level,"Анимационный сериал, состоящий из оригинальных коротких историй, действие которых разворачивается в мирах любимых видеоигр.",2024-12-10,2024-12-17,2024,7.422,540,9.7533,1,15,,"мультфильм, НФ и Фэнтези, Боевик и Приключения",en,US,Returning Series,Scripted,Prime Video,"Amazon MGM Studios, Blur Studio",False,series_posters/261579.jpg,https://www.youtube.com/watch?v=o7XNfmUpwuY,https://www.youtube.com/embed/o7XNfmUpwuY
138501,Это всё Агата,Agatha All Along,"«Это всё Агата» — спин-офф сериала «Ванда/Вижн», основанный на персонаже комиксов Агате Харкнесс. Околдованная Агата Харкнесс вновь обретает свободу благодаря помощи подростка-гота, который хочет пройти испытания на легендарной «Дороге ведьм». Заинтригованная его просьбой, она отправляется в путь, чтобы вернуть себе силы и выяснить мотивы своего освободителя.",2024-09-18,2024-10-30,2024,7.456,953,9.4792,1,9,,"НФ и Фэнтези, детектив",en,US,Ended,Miniseries,Disney+,"Marvel Studios, Kevin Feige Productions, Capewatch Pictures",False,series_posters/138501.jpg,https://www.youtube.com/watch?v=eiO1upgW3Nw,https://www.youtube.com/embed/eiO1upgW3Nw
156933,Презумпция невиновности,Presumed Innocent,"Ужасное убийство переворачивает с ног на голову прокуратуру Чикаго, когда становится известно, что в преступлении подозревается один из сотрудников. В результате обвиняемый борется за то, чтобы сохранить семью.",2024-06-11,2024-07-23,2024,7.844,625,8.4658,1,8,,"драма, детектив",en,US,Returning Series,Scripted,Apple TV,"Bad Robot, David E. Kelley Productions, Warner Bros. Television, Old Curiosity Shop, Nine Stories Productions",False,series_posters/156933.jpg,https://www.youtube.com/watch?v=DfYAmgIgvwc,https://www.youtube.com/embed/DfYAmgIgvwc
114479,Аколит,The Acolyte,"Мистический триллер, действие которого разворачивается в галактике темных тайн и появляющихся сил темной стороны в последние дни эпохи Высокой Республики.",2024-06-04,2024-07-16,2024,5.406,852,8.0844,1,8,,"детектив, НФ и Фэнтези, Боевик и Приключения",en,US,Canceled,Scripted,Disney+,"Lucasfilm Ltd., Shoot to Midnight",False,series_posters/114479.jpg,https://www.youtube.com/watch?v=Xg0cxIcvG5w,https://www.youtube.com/embed/Xg0cxIcvG5w
122226,Эхо,Echo,"Майя Лопес возвращается в родной город, где ей предстоит примириться со своим прошлым, восстановить связь с индейскими корнями, принять свою семью и местную общину.",2024-01-09,2024-01-09,2024,6.05,616,7.8321,1,5,,"Боевик и Приключения, криминал, драма",en,US,Ended,Miniseries,"Hulu, Disney+","Marvel Studios, Kevin Feige Productions",False,series_posters/122226.jpg,,
220801,Единожды солгав,Fool Me Once,"Когда бывший солдат Майя видит своего убитого мужа на видеоняне, она раскрывает смертельный заговор, корни которого уходят глубоко в прошлое.",2024-01-01,2024-01-01,2024,7.129,490,6.8874,1,8,,"драма, криминал, детектив",en,GB,Ended,Miniseries,Netflix,"Quay Street Productions, Final Twist Productions",False,series_posters/220801.jpg,,
202879,Звёздные Войны: Опорная Команда,Star Wars: Skeleton Crew,"В эпоху Новой Республики группа детей заблудилась в галактике Звёздных войн, пытаясь найти дорогу домой.",2024-12-02,2025-01-14,2024,6.819,436,6.9436,1,8,,"Боевик и Приключения, НФ и Фэнтези, семейный",en,US,Ended,Miniseries,Disney+,"Lucasfilm Ltd., Golem Creations",False,series_posters/202879.jpg,,
225385,Чёрные голуби,Black Doves,"Шпионка, выдающая себя за жену политика, узнает, что ее возлюбленного убили. Она объединяется со старым другом — наёмным убийцей, чтобы найти истину и отомстить.",2024-12-05,2024-12-05,2024,7.052,405,6.9119,1,6,,"Боевик и Приключения, детектив, криминал",en,GB,Returning Series,Scripted,Netflix,"SISTER, Noisy Bear (GB)",False,series_posters/225385.jpg,https://www.youtube.com/watch?v=b-qTpnGnZhI,https://www.youtube.com/embed/b-qTpnGnZhI
158300,Наклз,Knuckles,Ехидна Наклз обучает помощника шерифа Уэйда Уиппла приёмам воина-ехидны.,2024-04-26,2024-04-26,2024,7.298,463,5.7053,1,6,,"Боевик и Приключения, семейный, комедия",en,US,Ended,Miniseries,Paramount+,"Original Film, Paramount Pictures, SEGA of America",False,series_posters/158300.jpg,,
241259,Олененок,Baby Reindeer,"Неудачливый комик оказывает знак внимания одинокой женщине — так начинается история о безумной одержимости, которая грозит разрушить жизни обоих героев.",2024-04-11,2024-04-11,2024,7.585,1152,5.4885,1,7,,драма,en,GB,Ended,Miniseries,Netflix,Clerkenwell Films,False,series_posters/241259.jpg,,
195670,"Целую, Китти","XO, Kitty","По зову сердца сваха Китти направляется в элитную среднюю школу в Сеуле. Там она узнает, что жизнь, любовь и семья гораздо сложнее, чем она себе представляла.",2023-05-18,2026-04-02,2023,8.094,671,58.63,3,26,,"комедия, драма",en,US,Ended,Scripted,Netflix,"AwesomenessTV, ACE Entertainment, Jenny Kissed Me, Purple Pen, Paramount Television Studios",False,series_posters/195670.jpg,,
125988,Укрытие,Silo,На отравленной гибнущей планете будущего тысячи людей ютятся в огромном подземном укрытии. Нарушение шерифом основного правила и серия загадочных смертей вынуждают инженера Джульетту заняться раскрытием тайн и поиском правды о бункере.,2023-05-04,2025-01-16,2023,8.157,2093,51.9014,3,30,,"НФ и Фэнтези, драма",en,US,Returning Series,Scripted,Apple TV,"AMC Studios, Nemofilms, Mimir Films, Apple Studios",False,series_posters/125988.jpg,https://www.youtube.com/watch?v=3CZlJ5RMUsc,https://www.youtube.com/embed/3CZlJ5RMUsc
202411,«Монарх»: Наследие монстров,Monarch: Legacy of Monsters,"Пережив нападение Годзиллы на Сан-Франциско, Кейт в очередной раз потрясена шокирующей тайной. Окружённая чудовищными опасностями, она отправляется в путешествие по миру, чтобы узнать правду о своей семье и таинственной организации, известной как «Монарх».",2023-11-16,2026-04-30,2023,7.753,1312,40.3491,2,20,,"НФ и Фэнтези, драма, Боевик и Приключения",en,US,Returning Series,Scripted,Apple TV,"Legendary Television, Safehouse Pictures, TOHO, Milkfed Criminal Masterminds, Chris Black Broadcasting System",False,series_posters/202411.jpg,,
