id,title,original_title,overview,release_date,year,rating,vote_count,budget,revenue,runtime,genres,language,adult,poster_local,trailer_youtube,trailer_embed
931285,Мортал Комбат 2,Mortal Kombat II,"Чемпионы Земного царства вместе с Джонни Кейджем вступают в схватку друг с другом, чтобы предотвратить тёмное правление Шао Кана.",2026-05-06,2026,7.993,1415,80000000,128857238,116,"боевик, фэнтези, приключения",en,False,posters2/931285.jpg,https://www.youtube.com/watch?v=PimLf-HdQ20,https://www.youtube.com/embed/PimLf-HdQ20
936075,Майкл,Michael,"Захватывающий и честный портрет гениального, но противоречивого человека, ставшего королём поп-музыки. Триумфы и трагедии его жизни — от личных испытаний и внутренней борьбы до раскрытия творческого гения, воплощённого в самых легендарных выступлениях артиста. Зрителям предстоит увидеть, как никогда прежде, внутренний мир одного из самых влиятельных и новаторских музыкантов в истории.",2026-04-22,2026,8.641,2529,250000000,934009960,128,"музыка, драма",en,False,posters2/936075.jpg,https://www.youtube.com/watch?v=y6lhHDABCzM,https://www.youtube.com/embed/y6lhHDABCzM
1226863,Супер Марио: Галактическое кино,The Super Mario Galaxy Movie,"После победы над Боузером и спасения Бруклина, Марио сталкивается со злобным альянсом Варио и Боузера-младшего. Теперь вместе со своими друзьями и Йоши он должен помешать их планам по завоеванию мирового господства.",2026-04-01,2026,8.185,2639,110000000,1000843925,98,"семейный, комедия, приключения, фэнтези, мультфильм",en,False,posters2/1226863.jpg,https://www.youtube.com/watch?v=DTsV9Cl8SWs,https://www.youtube.com/embed/DTsV9Cl8SWs
1304313,Мумия,Lee Cronin's The Mummy,"Семью работающего в Каире американского журналиста Чарли Кэннона постигает трагедия — бесследно пропадает его маленькая дочь Кэти. Поиски ни к чему не приводят, полиция бессильно разводит руками. Восемь лет спустя Кэнноны живут в Нью-Мексико и внезапно получают обнадёживающее известие: Кэти нашлась. Девочку обнаружили в древнем саркофаге, она не говорит и очень плохо выглядит.",2026-04-15,2026,8.043,1853,22000000,90452113,135,"ужасы, детектив",en,False,posters2/1304313.jpg,https://www.youtube.com/watch?v=rs-cKDx3h2w,https://www.youtube.com/embed/rs-cKDx3h2w
1007757,В чужой шкуре,Swapped,"Крошечное лесное существо и величественная птица внезапно поменялись телами, и теперь им предстоит вместе пережить самое безумное приключение в своей жизни.",2026-05-01,2026,8.966,1698,0,0,102,"приключения, мультфильм, семейный, фэнтези",en,False,posters2/1007757.jpg,,
687163,Проект «Конец света»,Project Hail Mary,"Астронавт Райленд Грейс просыпается на космическом корабле, не помня ни себя, ни свою миссию. Постепенно мужчина приходит к выводу, что он — единственный выживший из экипажа, отправленного в звёздную систему Тау Кита в поисках спасения от катастрофы на Земле. Райленду предстоит положиться на свои обширные научные знания, изобретательность и силу воли, но, возможно, ему не придётся искать в одиночку.",2026-03-15,2026,8.685,5139,200000000,681404846,156,"фантастика, приключения",en,False,posters2/687163.jpg,https://www.youtube.com/watch?v=gF6_ZwY6u3I,https://www.youtube.com/embed/gF6_ZwY6u3I
1439930,Каратель: Последнее убийство,The Punisher: One Last Kill,"Пока Фрэнк Касл ищет смысл жизни за пределами мести, неожиданная сила вновь втягивает его в борьбу.",2026-05-12,2026,8.3,1623,0,0,51,"боевик, драма, криминал",en,False,posters2/1439930.jpg,,
1327819,Прыгуны,Hoppers,"Любительница животных Мейбл использует умную новуютехнологию, предназначенную для «перескакивания» человеческого сознанияв реалистичных роботизированных животных, чтобы общаться с бобрами, раскрывая тайны животного мира, которые она даже не могла себе представить.",2026-03-04,2026,8.183,1615,150000000,372010783,104,"приключения, мультфильм, комедия, семейный, фантастика",en,False,posters2/1327819.jpg,https://www.youtube.com/watch?v=ngrz1qTFsq8,https://www.youtube.com/embed/ngrz1qTFsq8
1290821,Убежище,Shelter,"Бывший боец спецотряда MI6 Майкл Мейсон живёт отшельником вместе с псом на одном из небольших уединённых островов Шотландии, скрываясь от своего прошлого. Периодически к нему приплывает на лодке его сослуживец с племянницей Джесси и привозит припасы. Однажды во время шторма лодка переворачивается, дядя девочки погибает, но Майкл успевает спасти Джесси, которая получает серьёзную травму ноги. Поняв, что без лекарств ногу не вылечить, Мейсон выбирается в ближайший городок на материке, где его засекают сотрудники MI6. А вскоре на остров, где находятся Майкл и Джесси, высаживается отряд спецназа.",2026-01-28,2026,7.7,1245,50000000,53933639,107,"боевик, криминал, триллер",en,False,posters2/1290821.jpg,https://www.youtube.com/watch?v=kAkw4QuU6jY,https://www.youtube.com/embed/kAkw4QuU6jY
1318447,На вершине,Apex,"Скорбящая женщина проверяет себя на прочность в австралийской пустыне и оказывается втянутой в изощренную игру с коварным убийцей, считающим ее своей добычей.",2026-04-24,2026,6.82,1476,0,0,96,"боевик, триллер",en,False,posters2/1318447.jpg,https://www.youtube.com/watch?v=IEqUbfTK1FE,https://www.youtube.com/embed/IEqUbfTK1FE
840464,Гренландия 2: Миграция,Greenland 2: Migration,"Найдя безопасный бункер в Гренландии после того, как комета уничтожила Землю, семья Гаррити теперь должна рискнуть всем и отправиться в опасное путешествие по пустошам Европы, чтобы найти новый дом.",2026-01-07,2026,6.439,1214,90000000,44856736,98,"приключения, триллер, фантастика",en,False,posters2/840464.jpg,https://www.youtube.com/watch?v=Tx42iCRm1WQ,https://www.youtube.com/embed/Tx42iCRm1WQ
1159559,Крик 7,Scream 7,"Сидни Прескотт живёт с семьёй в тихом городке. Она с подозрением относится к окружающим, а особенно — к приятелям дочери-старшеклассницы, но уже привыкла, что периодически ей звонят фанаты франшизы и выдают себя за убийц. Но когда женщина получает видеозвонок от Стю Мэйхера, а подругу дочери жестоко убивают прямо в школе, Сидни приходится объединиться с Гейл Уэзерс, чтобы выяснить, кто на этот раз скрывается под маской Призрачного лица.",2026-02-25,2026,6.169,1041,45000000,213835967,109,"ужасы, детектив, криминал",en,False,posters2/1159559.jpg,https://www.youtube.com/watch?v=CmCQ2AF2PTY,https://www.youtube.com/embed/CmCQ2AF2PTY
1325734,Вот это драма!,The Drama,"Чарли и Эмма познакомились в кафе два года назад, а через неделю должны пожениться. Они активно готовятся к торжеству: репетируют свадебный танец, общаются с диджеем и фотографом и выбирают напитки на праздничный стол. Однажды за ужином с друзьями Эмма раскрывает неожиданный секрет своего прошлого, и это откровение вынуждает Чарли задуматься, знает ли он её на самом деле.",2026-03-26,2026,6.966,1043,12,131893308,96,"мелодрама, комедия, драма",en,False,posters2/1325734.jpg,,
1265609,Военная машина,War Machine,Во время последней изнурительной миссии на подготовке рейнджеров боевой инженер должен возглавить подразделение в схватке с гигантской потусторонней машиной-убийцей.,2026-02-12,2026,7.39,1921,73000000,0,109,"боевик, фантастика, триллер",en,False,posters2/1265609.jpg,https://www.youtube.com/watch?v=DtFSC5u4dMQ,https://www.youtube.com/embed/DtFSC5u4dMQ
1171145,Ограбление в Лос-Анджелесе,Crime 101,"Дерзкие ограбления неуловимого вора Дэвиса вдоль знаменитого шоссе 101 поставили полицию в тупик. Планируя последнее дело, которое должно стать «ударом всей жизни», он сталкивается с разочаровавшимся страховым брокером Шэрон, переживающей собственный переломный момент. Неожиданное сотрудничество между ними привлекает внимание настойчивого детектива Лу, который стремится раскрыть дело любой ценой, повышая ставки до предела.",2026-02-11,2026,6.996,1082,90000000,72900246,140,"криминал, триллер",en,False,posters2/1171145.jpg,https://www.youtube.com/watch?v=N-hbb099U18,https://www.youtube.com/embed/N-hbb099U18
1198994,Пришлите помощь,Send Help,"Линда Лиддл, сотрудница отдела стратегического развития, справедливо считает себя очень полезной сотрудницей и рассчитывает на повышение. Вот только в офисе она всех раздражает, и когда после смерти пожилого президента компании это место занимает его сын Брэдли, обещанная Линде должность уходит другому. Вскоре делегация фирмы отправляется в командировку в Бангкок, самолёт терпит крушение, и единственными выжившими на небольшом тайском острове оказываются Линда и Брэдли. Будучи фанаткой шоу о выживании, женщина сразу берёт ситуацию в свои руки.",2026-01-22,2026,7.051,1782,40000000,94041481,113,"ужасы, триллер, комедия",en,False,posters2/1198994.jpg,https://www.youtube.com/watch?v=HIzCu4IpnLo,https://www.youtube.com/embed/HIzCu4IpnLo
1266127,Я иду искать 2,Ready or Not: Here I Come,"Пережив нападение со стороны проклятой семьи мужа, Грейс попадает на новый уровень опасной игры. Грейс узнаёт, что теперь опасность грозит её младшей сестре Фейт. Вместе сёстры противостоят 4-ём могущественным семьям, которые пытаются убить их, чтобы сохранить свои власть и богатства.",2026-03-19,2026,7.697,1057,14000000,42212563,104,"триллер, ужасы, комедия",en,False,posters2/1266127.jpg,https://www.youtube.com/watch?v=NMET8zWtO08,https://www.youtube.com/embed/NMET8zWtO08
1272837,28 лет спустя: Храм костей,28 Years Later: The Bone Temple,"Спайк оказывается в банде отморозков Джимми, которые находят выживших и жестоко их убивают. А тем временем доктор Келсон, усмиряющий здоровенного альфу своим седативным коктейлем, замечает, что тот начинает проявлять признаки сознания.",2026-01-14,2026,7.129,1304,63000000,58522222,109,"ужасы, триллер, фантастика",en,False,posters2/1272837.jpg,https://www.youtube.com/watch?v=CS77bzZRUvM,https://www.youtube.com/embed/CS77bzZRUvM
1168190,Опасный дуэт,The Wrecking Crew,"После 20 лет вражды сводные братья Джонни и Джеймс вынуждены объединиться, чтобы выяснить, кто убил их отца.",2026-01-28,2026,7.012,1074,78500000,89000000,125,"боевик, комедия, криминал, детектив",en,False,posters2/1168190.jpg,https://www.youtube.com/watch?v=2djEmRcxb2c,https://www.youtube.com/embed/2djEmRcxb2c
875828,Острые козырьки: бессмертный,Peaky Blinders: The Immortal Man,"Когда отдалившийся сын гангстера Томми Шелби попадает в нацистский заговор, отцу приходится вернуться в Бирмингем, чтобы спасти свою семью и страну.",2026-03-05,2026,7.243,1021,0,0,112,"криминал, драма",en,False,posters2/875828.jpg,,
1306368,Лакомый кусок,The Rip,"Когда полицейские из Майами находят в заброшенном притоне миллионы наличными, доверие между ними исчезает, и ко всему и вся возникают вопросы.",2026-01-13,2026,7.078,1668,100000000,0,113,"боевик, триллер, криминал",en,False,posters2/1306368.jpg,https://www.youtube.com/watch?v=Wuh7VEcJhxQ,https://www.youtube.com/embed/Wuh7VEcJhxQ
1316092,Грозовой перевал,"""Wuthering Heights""","Небогатый землевладелец, живущий на севере Англии в ветшающем поместье ""Грозовой перевал"", однажды подбирает бездомного мальчика и приводит домой. Дочь хозяина Кэтрин называет его Хитклифф, и дети становятся неразлучны. Через несколько лет, когда отец окончательно спускает все деньги, а Кэтрин настаёт пора выходить замуж, девушка хватается за единственный подходящий, по её мнению, вариант - молодого нувориша, который поселился неподалёку. Влюблённый в неё Хитклифф в отчаянии покидает ""Грозовой перевал"", чтобы через несколько лет вернуться в качестве состоятельного господина.",2026-02-11,2026,6.67,1111,80000000,241601072,136,"мелодрама, драма",en,False,posters2/1316092.jpg,,
1236153,Милосердие,Mercy,"Ближайшее будущее, Лос-Анджелес. Для борьбы с высоким уровнем преступности правительство начинает использовать судебную ИИ-систему «Милосердие», которая определяет, виновен ли подозреваемый, и сама приводит приговор в исполнение. Через два года в кресле обвиняемого оказывается заслуженный полицейский Крис Рейвен, который сам отправил на суд «Милосердия» первого преступника. Крису вменяется убийство собственной жены, и у него есть всего 90 минут, чтобы доказать бездушной машине свою невиновность.",2026-01-19,2026,7.043,1388,60000000,54708061,99,"фантастика, боевик, триллер",en,False,posters2/1236153.jpg,https://www.youtube.com/watch?v=Y-9XixyRTVY,https://www.youtube.com/embed/Y-9XixyRTVY
83533,Аватар: Пламя и пепел,Avatar: Fire and Ash,"Джейк Салли, Нейтири и их дети переживают смерть Нетейама. Противостояние с корпорацией RDA обостряется, и теперь семье предстоит столкнуться с враждебным племенем На`ви во главе с Варанг.",2025-12-17,2025,7.585,3469,350000000,1490477656,192,"фантастика, приключения, фэнтези",en,False,posters2/83533.jpg,https://www.youtube.com/watch?v=DKsLmoGW9xo,https://www.youtube.com/embed/DKsLmoGW9xo
1084242,Зверополис 2,Zootopia 2,"Джуди и Ник теперь полноценная команда в полиции. Но их спокойная служба резко меняется, когда в городе появляется загадочный преступник-рептилия, способный ставить под угрозу весь порядок в Зверополисе. Чтобы разобраться в деле, героям приходится углубиться в новые районы города, куда обычным жителям лучше не соваться. Расследование быстро выходит за рамки привычных правил: Джуди и Ник работают под прикрытием, сталкиваются с непредсказуемыми союзниками и опасными врагами, а также вынуждены доверять друг другу сильнее, чем когда-либо.",2025-11-26,2025,7.667,2954,150000000,1868208796,108,"мультфильм, приключения, комедия, детектив, семейный",en,False,posters2/1084242.jpg,https://www.youtube.com/watch?v=OmJVDHPKoH0,https://www.youtube.com/embed/OmJVDHPKoH0
1368166,Горничная,The Housemaid,"Милли устраивается прислугой с проживанием к состоятельной семье Винчестер, живущей в загородном особняке. Девушка только что вышла по УДО, и ей необходима эта работа, но находить общий язык с хозяйкой Ниной становится всё сложнее: та заметно не в себе и регулярно к ней цепляется. Зато её супруг Эндрю — само очарование. Мужчина сглаживает любые конфликты и, кажется, положил глаз на Милли.",2025-12-18,2025,7.252,2444,35000000,399644671,131,"детектив, триллер",en,False,posters2/1368166.jpg,https://www.youtube.com/watch?v=A44QjkJeZFI,https://www.youtube.com/embed/A44QjkJeZFI
1242898,Хищник: Планета смерти,Predator: Badlands,"Изгнанный из клана хищник Дек отправляется на опасную планету Генна. Он стремится доказать своему отцу и всему племени, что достоин быть частью клана. Дек встречает загадочную девушку-андроида Тию и объединяется с ней, чтобы отправиться на поиски сверххищника Калиска, наиболее грозного противника на планете.",2025-11-05,2025,7.79,3108,105000000,184500000,107,"боевик, фантастика, приключения",en,False,posters2/1242898.jpg,https://www.youtube.com/watch?v=EOqCwgEEKeA,https://www.youtube.com/embed/EOqCwgEEKeA
803796,Кейпоп-охотницы на демонов,KPop Demon Hunters,"Между концертами на стадионах суперзвёзды кей-попа Руми, Мира и Зои защищают фанатов от сверхъестественных угроз с помощью своих тайных способностей.",2025-06-20,2025,8.023,2891,100000000,24619953,95,"фэнтези, музыка, комедия, мультфильм",en,False,posters2/803796.jpg,,
1234821,Мир юрского периода: Возрождение,Jurassic World Rebirth,"Спустя 5 лет после завоевания мира юрского периода, экспедиция отправляется в изолированные экваториальные регионы, чтобы извлечь ДНК из 3-ёх огромных доисторических существ для революционного открытия в медицине.",2025-06-23,2025,6.271,3420,180000000,869146189,134,"фантастика, приключения, боевик",en,False,posters2/1234821.jpg,https://www.youtube.com/watch?v=kGGgRgr6KKw,https://www.youtube.com/embed/kGGgRgr6KKw
911430,F1,F1,"Легенду автоспорта Сонни Хейса уговаривают возглавить отстающую команду «Формулы-1» и обучить молодого одаренного гонщика, заодно получая последний шанс на искупление.",2025-06-25,2025,7.8,4073,300000000,634142436,155,"боевик, драма",en,False,posters2/911430.jpg,https://www.youtube.com/watch?v=TOWNc5IgoII,https://www.youtube.com/embed/TOWNc5IgoII
1038392,Заклятие 4: Последний обряд,The Conjuring: Last Rites,"Исследователи паранормальных явлений Эд и Лоррейн Уоррен берутся за самый тревожный случай в своей практике. Семья переезжает в новый дом своей мечты, но вскоре их жилище начинает проявлять признаки демонической активности, превращая жизнь в кошмар.",2025-09-03,2025,6.935,1887,55000000,499256445,135,ужасы,en,False,posters2/1038392.jpg,https://www.youtube.com/watch?v=qHFKoc83JJs,https://www.youtube.com/embed/qHFKoc83JJs
1233413,Грешники,Sinners,"1932 год. После долгих лет отсутствия близнецы Смок и Стэк возвращаются в родной городок в дельте Миссисипи. Они успели повоевать в траншеях Первой мировой, а потом стали гангстерами в Чикаго. Братья выкупают у белого расиста территорию с хозяйственными постройками, чтобы открыть там музыкальный бар для рабочих с плантации. Гвоздь программы на открытии — сын проповедника, которому близнецы когда-то подарили гитару, и он играет блюз так хорошо, что привлекает внимание оказавшегося поблизости ирландского вампира.",2025-04-16,2025,7.499,4639,100000000,370000000,137,"ужасы, боевик, триллер",en,False,posters2/1233413.jpg,https://www.youtube.com/watch?v=r4QpeRNEsoM,https://www.youtube.com/embed/r4QpeRNEsoM
425274,Иллюзия обмана 3,Now You See Me: Now You Don't,"«4 всадника» возвращаются вместе с молодым поколением иллюзионистов, демонстрируя головокружительные трюки, магию и превращения, каких ещё не видел мир.",2025-11-12,2025,6.499,1566,90000000,243700000,112,"криминал, триллер",en,False,posters2/425274.jpg,https://www.youtube.com/watch?v=0HYi0BwG7Fk,https://www.youtube.com/embed/0HYi0BwG7Fk
1061474,Супермен,Superman,"Кларк Кент, родившийся на планете Криптон, но выросший в простой американской семье, считает своим долгом служение человечеству в качестве Супермена. Он предотвращает вторжение сил Боравии в соседнюю страну, чем навлекает на себя гнев Лекса Лютора, который со своими приспешниками проникает в Крепость Одиночества Супермена и очерняет его перед общественностью.",2025-07-09,2025,7.338,4873,225000000,618723803,129,"фантастика, приключения, боевик",en,False,posters2/1061474.jpg,https://www.youtube.com/watch?v=tNioP6vFU4I,https://www.youtube.com/embed/tNioP6vFU4I
575265,Миссия невыполнима: Финальная расплата,Mission: Impossible - The Final Reckoning,"Искусственный интеллект Entity готовится уничтожить человечество, постепенно перехватывая контроль над ядерными арсеналами мировых держав. У Итана Ханта и его команды есть лишь 72 часа, чтобы найти устройство с исходным кодом Entity, которое находится на затонувшей российской подводной лодке «Севастополь», и предотвратить глобальную катастрофу.",2025-05-17,2025,7.2,2862,400000000,598767057,169,"боевик, триллер, приключения",en,False,posters2/575265.jpg,https://www.youtube.com/watch?v=1bsBFEr9_Ag,https://www.youtube.com/embed/1bsBFEr9_Ag
1087192,Как приручить дракона,How to Train Your Dragon,"Подростку Иккингу не слишком близки традиции его героического племени, много лет ведущего войну с драконами. Парень неожиданно заводит дружбу с драконом Беззубиком, который поможет ему и другим викингам увидеть мир с совершенно другой стороны.",2025-06-06,2025,7.928,2870,150000000,636351148,125,"фэнтези, семейный, боевик, приключения",en,False,posters2/1087192.jpg,,
950387,Minecraft в кино,A Minecraft Movie,"Четыре неудачника — Гарретт «Мусорщик» Гаррисон, Генри, Натали и Дон, сталкиваются с обычными проблемами, когда их внезапно затягивает через таинственный портал в Верхний мир: странную кубическую страну чудес, которая процветает благодаря воображению. Чтобы вернуться домой, им придётся освоить этот мир, отправляясь в магическое путешествие с неожиданным экспертом-ремесленником Стивом. Это приключение бросит вызов всем пятерым, заставит их проявить смелость и восстановить качества, которые делают каждого из них уникальным творческим человеком.",2025-03-31,2025,6.256,3033,150000000,960387780,101,"семейный, фэнтези, комедия, приключения",en,False,posters2/950387.jpg,https://www.youtube.com/watch?v=1bvJ06U47lc,https://www.youtube.com/embed/1bvJ06U47lc
617126,Фантастическая четвёрка: Первые шаги,The Fantastic 4: First Steps,"Рид Ричардс, Бен Гримм, Сью Сторм и её брат Джонни должны защитить Землю от космического бога Галактуса и его приспешника — Серебряного Сёрфера. И если план Галактуса поглотить всю планету и всех её жителей кажется недостаточно ужасающим, ситуация внезапно становится личной.",2025-07-23,2025,6.961,3400,229600000,521858728,115,"фантастика, приключения, боевик",en,False,posters2/617126.jpg,https://www.youtube.com/watch?v=EExxkp9SSsc,https://www.youtube.com/embed/EExxkp9SSsc
950396,Ущелье,The Gorge,"Два агента высшей квалификации сближаются, когда их назначают охранять противоположные стороны загадочного ущелья. Зло, таящееся на дне ущелья, вырывается наружу, и они должны объединиться, чтобы выжить.",2025-02-13,2025,7.648,3792,70000000,0,128,"мелодрама, фантастика, триллер",en,False,posters2/950396.jpg,https://www.youtube.com/watch?v=hWNbJQZWl0I,https://www.youtube.com/embed/hWNbJQZWl0I
541671,Балерина,Ballerina,"Когда Ева была маленькой, вооруженные люди во главе с мужчиной по прозвищу Канцлер оставили её сиротой. Так девочка оказалась в криминальной семье «Русска рома» на попечении Директрисы нью-йоркской балетной школы, одновременно служащей академией наёмных убийц. Не добившись успехов в балете, но боевые курсы окончив с отличием, Ева отправляется в Европу мстить за папу.",2025-06-04,2025,7.254,2665,90000000,137408107,124,"боевик, триллер, криминал",en,False,posters2/541671.jpg,https://www.youtube.com/watch?v=I07NgjmlnSI,https://www.youtube.com/embed/I07NgjmlnSI
1197306,Мастер,A Working Man,"Левон Кейд — рабочий на стройке, но когда дочь директора стройки похищают неизвестные, он обращается за помощью именно к Левону. Пришло время сбросить маски и проявить свои истинные навыки.",2025-03-26,2025,6.7,1942,40000000,89400711,116,"боевик, криминал, триллер",en,False,posters2/1197306.jpg,https://www.youtube.com/watch?v=5YMV99ahZE0,https://www.youtube.com/embed/5YMV99ahZE0
858024,Гамнет,Hamnet,"После смерти сына Гамнета Агнес остаётся в Стратфорде с детьми, а Уильям Шекспир возвращается в Лондон, чтобы написать пьесу, которая станет одним из его величайших творений.",2025-11-26,2025,7.745,1390,30000000,107756183,125,"драма, мелодрама, история",en,False,posters2/858024.jpg,https://www.youtube.com/watch?v=ZBeSD2xqfts,https://www.youtube.com/embed/ZBeSD2xqfts
1234731,Анаконда,Anaconda,"Группа друзей отправляется в джунгли, чтобы снять ремейк «Анаконды», их любимого фильма юности. Однако вскоре после начала съёмок змея, главная звезда фильма, погибает, и друзьям приходится продвигаться в глубь джунглей, чтобы найти ей замену.",2025-12-24,2025,5.883,1218,45000000,135148320,100,"приключения, комедия, ужасы",en,False,posters2/1234731.jpg,https://www.youtube.com/watch?v=_VeNnYilz7Q,https://www.youtube.com/embed/_VeNnYilz7Q
533533,Трон: Арес,TRON: Ares,"Как и предсказывал Кевин Флинн, стало возможным перемещение предметов и человекоподобных программ из виртуального мира в реальный. Джулиан Диллинджер, глава компании Dillinger Systems, привлекает инвесторов демонстрацией невероятных возможностей новой технологии, не упоминая, что в нашем мире воссозданные объекты могут существовать только 29 минут. А тем временем руководительница ENCOM Ева Ким находит так называемый код устойчивости — программу, которая снимает это ограничение по времени. Узнав об успехе конкурентов, Джулиан приказывает поймать Еву и забрать у неё ценный код своим лучшим солдатам — извлечённым из виртуального мира ИИ по имени Арес и Афина.",2025-10-08,2025,6.496,1436,220000000,142249983,119,"фантастика, приключения, боевик",en,False,posters2/533533.jpg,https://www.youtube.com/watch?v=n9PK-nWa4a4,https://www.youtube.com/embed/n9PK-nWa4a4
798645,Бегущий человек,The Running Man,"Ближайшее будущее. Отчаявшийся отец Бен Ричардс решает принять участие в жестоком реалити-шоу «Бегущий человек», надеясь выиграть деньги для лечения тяжелобольной дочери. Чтобы победить, участники должны выжить, пока в течение 30 дней на них охотится группа убийц.",2025-11-11,2025,6.781,1637,110000000,69000000,133,"боевик, триллер, фантастика",en,False,posters2/798645.jpg,https://www.youtube.com/watch?v=OrdBFKf-vV0,https://www.youtube.com/embed/OrdBFKf-vV0
1078605,Орудия,Weapons,"Однажды ночью в небольшом городке 17 младшеклассников одновременно убежали из дома и бесследно исчезли. Все они учились в одном классе, и кроме них не пропал только один мальчик. Уже месяц полиция не может найти никаких зацепок, а безутешные родители считают, что с этим как-то связана новая классная руководительница.",2025-08-04,2025,7.26,3483,38000000,269972492,128,"ужасы, детектив",en,False,posters2/1078605.jpg,,
574475,Пункт назначения: Узы крови,Final Destination Bloodlines,"Уже два месяца студентке Стефани снится один и тот же страшный сон, как в 1960-ых люди гибнут при обрушении телебашни. Подозревая, что этот кошмар связан с её семьёй, девушка возвращается домой, чтобы разузнать о бабушке, с которой её родители и дядя с тётей давно порвали все связи, поскольку считают её опасной сумасшедшей, одержимой идеей смерти.",2025-05-14,2025,7.037,2882,50000000,317854739,110,"ужасы, детектив",en,False,posters2/574475.jpg,https://www.youtube.com/watch?v=5GgIApx9nXg,https://www.youtube.com/embed/5GgIApx9nXg
1062722,Франкенштейн,Frankenstein,"1857 год. Команда застрявшего в северных льдах датского корабля спасает раненого мужчину от похожего на человека чудовища, которое невозможно убить. Тот рассказывает капитану свою историю: его зовут Виктор Франкенштейн, он сын знаменитого врача, и с самого детства вынашивал идею оживить мёртвую плоть. У него появилась возможность проводить в этой сфере всевозможные эксперименты, когда дядя невесты младшего брата Виктора предложил ему неограниченное финансирование.",2025-10-17,2025,7.636,3506,120000000,480678,150,"драма, фэнтези, ужасы",en,False,posters2/1062722.jpg,https://www.youtube.com/watch?v=NXaIW2l6QYw,https://www.youtube.com/embed/NXaIW2l6QYw
1317288,Марти Великолепный,Marty Supreme,"Молодой амбициозный парень Марти Маузер готов пойти на всё ради осуществления своей мечты, чтобы доказать всему миру, что для него нет ничего невозможного.",2025-12-19,2025,7.387,1848,65000000,191303074,149,"драма, триллер",en,False,posters2/1317288.jpg,https://www.youtube.com/watch?v=Xq1Vdt6piBI,https://www.youtube.com/embed/Xq1Vdt6piBI
1054867,Битва за битвой,One Battle After Another,"В 2000-х Пэт Калхун вместе со своей девушкой состоял в леворадикальной экстремистской группировке, и когда во время одного из их налётов произошло убийство, боевые товарищи были вынуждены порознь пуститься в бега. 16 лет спустя мужчина живёт в Южной Калифорнии под именем Боб Фергюсон и воспитывает дочь-подростка, которой из-за постоянной паранойи запрещает даже иметь мобильный телефон. Опасения Боба оказываются не напрасными, когда старый противник полковник Локджо открывает на них с дочерью охоту.",2025-09-23,2025,7.353,3788,175000000,209377100,162,"триллер, криминал, комедия",en,False,posters2/1054867.jpg,https://www.youtube.com/watch?v=ZY4ThDayEhI,https://www.youtube.com/embed/ZY4ThDayEhI
552524,Лило и Стич,Lilo & Stitch,"В райском уголке Земли, на берегу бескрайнего голубого океана живет маленькая Лило вместе со своей старшей сестрой Нани. Больше всего на свете Лило хочет завести собаку, и в один прекрасный день Нани соглашается исполнить мечту девочки. В приюте внимание Лило привлекает диковинный синий пес неизвестной породы, и они решают забрать его домой. Лило и Нани еще не догадываются, что приютили вовсе не собаку, а самого настоящего пришельца, созданного в результате секретного эксперимента и сбежавшего из космической тюрьмы. Стич был создан монстром с инстинктом разрушать все, что попадается ему на глаза. Но жизнь с неугомонной и любящей Лило меняет его, они становятся настоящими друзьями и пускаются в водоворот самых разных приключений…",2025-05-17,2025,7.2,2177,100000000,1038027526,108,"семейный, фантастика, комедия",en,False,posters2/552524.jpg,https://www.youtube.com/watch?v=b8mroIUnvU0,https://www.youtube.com/embed/b8mroIUnvU0
1197137,Чёрный телефон 2,Black Phone 2,"Спустя 4 года после своего спасения из плена жестокого маньяка 17-летний Финн до сих пор пытается вернуться к нормальной жизни. Однако теперь его сестру, 15-летнюю Гвен, мучают загадочные сны о вновь зазвонившем чёрном телефоне. Кроме того, девушку посещают тревожные видения о трёх мальчиках в зимнем лагере. Решив разгадать загадку и положить конец их общим страданиям, Гвен уговаривает брата отправиться в лагерь из её снов.",2025-10-15,2025,6.695,1153,30000000,132675749,114,"ужасы, триллер",en,False,posters2/1197137.jpg,https://www.youtube.com/watch?v=l37Vezht-AM,https://www.youtube.com/embed/l37Vezht-AM
822119,Капитан Америка: Новый мир,Captain America: Brave New World,"Новый президент США Таддеус Росс решает назначить Капитана Америку на официальную должность. Но в прошлом между ними были разногласия, и Сэм сомневается, что это хорошая идея. Этим же вечером на президента совершается покушение. Уилсон уверен, что предатель скрывается среди ближайшего окружения Росса.",2025-02-12,2025,5.971,3116,180000000,415101577,119,"боевик, триллер, фантастика",en,False,posters2/822119.jpg,https://www.youtube.com/watch?v=w3o3Z7julXo,https://www.youtube.com/embed/w3o3Z7julXo
